,corr,name
Hbb.b1,-0.07346755142570517,Hbb.b1
Ces3b,-0.07342730165158143,Ces3b
Blvrb,-0.07340831534008019,Blvrb
Socs2,-0.0732328197100222,Socs2
Zfp652,0.0728007994807567,Zfp652
Apoc1,-0.07241925957892587,Apoc1
St3gal5,-0.07239487969027514,St3gal5
X4930581F22Rik,-0.07221396825169303,X4930581F22Rik
Shfl,-0.07196908956773089,Shfl
Sult2a3,-0.07170785150358075,Sult2a3
Ecm1,-0.07133022622423366,Ecm1
Wsb1,-0.07110498056874039,Wsb1
Clpx,0.07079803426817939,Clpx
Tpt1,-0.07066830886792258,Tpt1
Igfbp2,-0.07051855900313776,Igfbp2
Rps10,-0.07050514076563118,Rps10
Ndufa11,-0.07049370774538104,Ndufa11
Arid5b,-0.07035212915690461,Arid5b
Atp5g1,-0.07032435357863652,Atp5g1
Egr1,0.0698927637240585,Egr1
Dsp,0.06983258281485354,Dsp
Pctp,-0.06974404887117869,Pctp
Jun,0.06973066828506706,Jun
Scd1,0.06972513819193034,Scd1
Ly6e,-0.06938040719895137,Ly6e
Rpl30,-0.0693364090790477,Rpl30
Arf5,-0.06909702111441055,Arf5
Ehhadh,0.06904266018093616,Ehhadh
X4932438A13Rik,0.06904124957105916,X4932438A13Rik
Slc12a7,-0.06901834303855534,Slc12a7
Aspdh,-0.06897744342409089,Aspdh
Rpl17,0.0688783964304529,Rpl17
Bri3,-0.06883801446933979,Bri3
Lgalsl,0.06820695915302301,Lgalsl
Tpm3,-0.06813440677058824,Tpm3
Fxyd1,-0.06786538341970978,Fxyd1
Crebrf,0.06784374592557611,Crebrf
Cyp3a41a,-0.06779239210514984,Cyp3a41a
Tor1b,-0.06777958759047603,Tor1b
Igf1,-0.06776365997359211,Igf1
H2.Q10,-0.06768323545480427,H2.Q10
Gldc,0.06714387255777202,Gldc
Ndufa5,-0.06699155206223638,Ndufa5
Ndufc1,-0.06695911127404171,Ndufc1
H2.K1,-0.066931942629574,H2.K1
Uba52,-0.06679684185240391,Uba52
Rpl24,-0.06661630196590124,Rpl24
Rpl28,-0.06656477642246374,Rpl28
Tmem50a,-0.06618183337295604,Tmem50a
Cyp4f15,-0.06617591988195425,Cyp4f15
S100a1,-0.06606100345950143,S100a1
Orm1,-0.06604568568277808,Orm1
Hint2,-0.06595429708069774,Hint2
Soat2,-0.06557883529749847,Soat2
Il15ra,-0.06542738051515275,Il15ra
F830016B08Rik,-0.06525549662586635,F830016B08Rik
Cyp2c38,0.06518153083773413,Cyp2c38
Use1,-0.06517497655569594,Use1
Tcf20,0.0650194857753143,Tcf20
Trappc8,0.06501789368657576,Trappc8
Atp6v0b,-0.06489839490672739,Atp6v0b
Rapgef4,-0.06485457938833805,Rapgef4
Abcg5,-0.06460560518583255,Abcg5
Plin4,-0.06444335592049596,Plin4
Abhd14b,-0.06443564326936302,Abhd14b
B2m,-0.06434669872610928,B2m
Tmem259,-0.06432638523736256,Tmem259
Me1,0.06432150765199515,Me1
Sds,-0.06418195767552887,Sds
Rpsa,-0.0640209702847506,Rpsa
Ndufb7,-0.06392788688151366,Ndufb7
Rdh16f2,-0.06319394298813308,Rdh16f2
Mup22,-0.06317432431470525,Mup22
Rplp1,-0.06305706235184481,Rplp1
Il6ra,-0.06295990744465428,Il6ra
Ubc,-0.06295221293633912,Ubc
Celsr1,0.06288053293687935,Celsr1
Sult2a7,-0.06260660389795578,Sult2a7
Ctsa,-0.0624764056986054,Ctsa
Rps5,-0.06244442805053057,Rps5
C1qc,-0.062326834105379716,C1qc
Rpl23a,-0.06211849285676252,Rpl23a
Ddc,0.061921446467177906,Ddc
Sall1,-0.06172226263732827,Sall1
Apoc4,-0.061625429756736044,Apoc4
Apoa4,0.061486850925133105,Apoa4
Apol9a,-0.061463748815851045,Apol9a
Angptl8,-0.06141585001233719,Angptl8
Dio1,-0.06135491504525714,Dio1
Fbxo31,-0.0611277644390518,Fbxo31
Entpd8,-0.06105853282435222,Entpd8
Ftcd,-0.06098854509378903,Ftcd
Arhgef26,-0.06093453344225389,Arhgef26
Myo5b,0.060582162940346726,Myo5b
Klhl24,0.0605566591103734,Klhl24
Txndc17,-0.060515609091091924,Txndc17
Vkorc1,-0.06049445977205356,Vkorc1
Cyp2a5,-0.060262184761553254,Cyp2a5
Hamp,-0.06025152410319469,Hamp
Rassf8,0.06023633884122378,Rassf8
Pcyt2,-0.059987045395910606,Pcyt2
Tacc2,-0.059921849222734684,Tacc2
Ifitm2,-0.05991174417659179,Ifitm2
Asl,-0.059742804590830347,Asl
Rpl38,-0.059726160346572583,Rpl38
H2.T22,-0.05959002416772169,H2.T22
Rps28,-0.05958632316461615,Rps28
Il1r1,-0.059225130921464066,Il1r1
Grina,-0.059213250010688556,Grina
Ndufv3,-0.05906014664716198,Ndufv3
Rplp0,-0.05884980252042323,Rplp0
Tpcn1,-0.05881757157271563,Tpcn1
Mrpl14,-0.05843789158103947,Mrpl14
Chd9,-0.058432192521601124,Chd9
Camk2n1,-0.058254283539327205,Camk2n1
Masp2,-0.058229049348984485,Masp2
Abcf1,-0.05813594425811711,Abcf1
Acly,0.058024750295700186,Acly
Apoa2,-0.05796365247854916,Apoa2
Txn1,-0.05785814225366391,Txn1
Apol9b,-0.05783152495277183,Apol9b
Fkbp5,-0.057658039849004694,Fkbp5
Aqp8,0.05762706426426499,Aqp8
Gm8893,0.05759844832176599,Gm8893
Npm1,-0.057522244438971845,Npm1
Srsf11,-0.05742456492655753,Srsf11
ND3,-0.05726950564165278,ND3
Taok1,0.05719699037193298,Taok1
Firre,-0.05700163717573734,Firre
Rbms1,-0.056969391372093225,Rbms1
Csad,-0.05689886333018171,Csad
Nsa2,-0.05684928659376733,Nsa2
Phyh,-0.05663937934925384,Phyh
Lars,0.056557713030477554,Lars
Ptprj,0.056541381942923886,Ptprj
Pxmp4,-0.0565010424860273,Pxmp4
Mpdz,0.05633850072274673,Mpdz
Lsr,-0.0562783005004261,Lsr
Grn,-0.05620230809351046,Grn
Rps19,-0.056152607704629896,Rps19
Nxf1,-0.05612609525064624,Nxf1
Herc2,0.05608300590786598,Herc2
ND4L,-0.05603357688140667,ND4L
Abcc6,-0.05600604686641941,Abcc6
Clk3,-0.05600525819242402,Clk3
Myh9,0.05598804370241704,Myh9
Aspg,-0.05592340014198368,Aspg
Gamt,-0.055869717112505816,Gamt
Nf1,0.055701940110428505,Nf1
Sec24d,0.05568963815569897,Sec24d
Myl12b,-0.055610867033174964,Myl12b
Ypel2,0.05551307175795163,Ypel2
Cyp3a16,-0.0555043886302188,Cyp3a16
Fau,-0.0554466036892084,Fau
Gpam,0.05530288522751737,Gpam
Atp5g3,-0.05528388191839187,Atp5g3
Slc25a22,-0.05526775808853149,Slc25a22
Lrrc58,0.05526207758778654,Lrrc58
X1810058I24Rik,-0.05524103170330593,X1810058I24Rik
Serpina1c,-0.05517915654218806,Serpina1c
Cox5b,-0.055017988140681505,Cox5b
Spag9,0.05501534229446253,Spag9
Depp1,-0.05496968118450748,Depp1
Chd3,-0.05487198222595431,Chd3
Ahctf1,0.05476685855430148,Ahctf1
Ndufa6,-0.05470937126598027,Ndufa6
Usp32,0.05466882957972846,Usp32
Ifitm3,-0.05466717283483183,Ifitm3
Hyal1,-0.05464563865273721,Hyal1
Utrn,0.054527102799735425,Utrn
C1qbp,-0.054502236203316026,C1qbp
Ndufs8,-0.0544198669383246,Ndufs8
Tmem176a,-0.05438581140306674,Tmem176a
Srsf6,-0.05434325537846826,Srsf6
Ddt,-0.05410355285478331,Ddt
Creb3l2,0.054094541042729295,Creb3l2
Hyi,-0.054088291270097545,Hyi
Gsn,-0.054086122675048906,Gsn
Dennd4a,0.05408081094579575,Dennd4a
Maf,-0.05405502035361121,Maf
Ftl1,-0.05403665922258879,Ftl1
Atox1,-0.05400474932022811,Atox1
Gna13,0.05399213315328828,Gna13
Stard13,0.053845862505184625,Stard13
Rarres2,-0.05377638681919614,Rarres2
Phyhd1,-0.053635015741350156,Phyhd1
Sptan1,0.05352202200239894,Sptan1
Notch1,0.05346650963693257,Notch1
Clec4g,-0.05343385703158197,Clec4g
Mgll,-0.053326177523527744,Mgll
Rnf167,-0.05330740185492079,Rnf167
Ppm1f,0.053284347420840254,Ppm1f
Nr1i3,-0.053249557635312826,Nr1i3
Rsrp1,-0.05318054834574459,Rsrp1
Rbm25,-0.05286230533174225,Rbm25
Cyp2c68,-0.05279523579722412,Cyp2c68
Plxnb1,-0.052715987623704066,Plxnb1
Ndufb3,-0.05265710980984348,Ndufb3
Rpl37,-0.05264844920403041,Rpl37
Kif1b,0.052626680708468106,Kif1b
Nfkbia,-0.052604139013924356,Nfkbia
Bfar,-0.052592934134680074,Bfar
Ttc36,-0.05253682710415228,Ttc36
Srrt,-0.05252995832938052,Srrt
Clk4,-0.052297817399104864,Clk4
Apoa5,-0.052231562717783134,Apoa5
Irs1,0.052211098111066785,Irs1
Hspa8,-0.05218770624449171,Hspa8
Tmem205,-0.05207129159914587,Tmem205
Hp,-0.05206046855369248,Hp
Col4a2,0.05205723831424021,Col4a2
Ndufs6,-0.052020608300355875,Ndufs6
Unc93b1,-0.052009142978159756,Unc93b1
Stard10,-0.05198382288126776,Stard10
Ftl1.ps2,-0.051946572727082495,Ftl1.ps2
Pgam1,0.05194382757641137,Pgam1
Akap8l,-0.05190610999809914,Akap8l
Nt5e,0.0518934601886466,Nt5e
Rpl18,-0.0518714304285353,Rpl18
Arhgap35,0.05182751597170007,Arhgap35
Rassf3,-0.05168974472909904,Rassf3
Rps2,-0.05149558602679537,Rps2
Vegfa,-0.051352994573749804,Vegfa
Tubb4b,0.05129829169704285,Tubb4b
Acss2,0.0512919613963444,Acss2
Ndufa13,-0.051186479524673575,Ndufa13
Ndufa1,-0.05116738982976265,Ndufa1
Fgf1,-0.05111396037422583,Fgf1
Mprip,-0.051095938813167555,Mprip
Apc,0.050917800041118504,Apc
Ccnl2,-0.05090496827187109,Ccnl2
Sesn3,0.05089765767330727,Sesn3
Tnpo1,0.050843498026413,Tnpo1
Mtmr3,0.05081939519189085,Mtmr3
Itm2c,0.05079795857045203,Itm2c
Mup3,-0.0507396132394172,Mup3
Slc16a5,-0.050726186981608565,Slc16a5
Apob,0.05070319321200392,Apob
Leap2,0.05068975596364012,Leap2
Acp5,-0.05068759053886923,Acp5
Mif,-0.050659723589006354,Mif
Pglyrp2,-0.05064326905350074,Pglyrp2
Atp5j2,-0.050624853867194494,Atp5j2
Cd36,0.050591162587721304,Cd36
Pitpnm2,-0.05058199601461986,Pitpnm2
AW112010,-0.05042554344639212,AW112010
Dhtkd1,0.050424500302597805,Dhtkd1
Psme1,-0.05034006187482652,Psme1
Ptms,-0.05029415077158414,Ptms
Apcs,0.050238812413478134,Apcs
Ccnl1,-0.05014139310681695,Ccnl1
Pura,-0.050103203510402344,Pura
Cltc,0.050063447911688735,Cltc
Hexa,-0.05003591233655573,Hexa
Pla1a,-0.05002774952469511,Pla1a
Ndufs7,-0.04998958474726004,Ndufs7
Dusp6,0.04993046020075012,Dusp6
Glrx5,-0.049913705863333324,Glrx5
Serping1,-0.0498802151410217,Serping1
Crat,-0.04986407186472366,Crat
Atp5d,-0.049712747331437775,Atp5d
Cyp2c67,-0.04962131528706994,Cyp2c67
Psme2,-0.04955178970502341,Psme2
Srsf5,-0.049521182814620736,Srsf5
Slc25a25,0.0494828953825712,Slc25a25
Hnrnpa2b1,-0.04947967977278076,Hnrnpa2b1
Yes1,0.049445765098767996,Yes1
Fam149a,0.04942512088367488,Fam149a
Sp1,0.04939917704832838,Sp1
Mtmr4,0.04937708806368644,Mtmr4
Dync1h1,0.04936190846533991,Dync1h1
Rpl21,-0.049330140870070725,Rpl21
Kif13b,0.04932234018294401,Kif13b
Rpl13a,-0.049272438816242964,Rpl13a
Idh3g,-0.049241361830559834,Idh3g
Klf12,0.0492298199624093,Klf12
Cps1,0.049183725738164014,Cps1
Luc7l2,-0.049131262011566555,Luc7l2
Ttc38,-0.04910109551177069,Ttc38
Rpl13,-0.049088833634347497,Rpl13
Gclc,0.0489818176255682,Gclc
Ccdc107,-0.04891785958530117,Ccdc107
Rpl36,-0.04891779697408419,Rpl36
X0610005C13Rik,-0.048908961196382515,X0610005C13Rik
Chchd10,-0.048783591093487615,Chchd10
Pxdc1,0.04876668273465075,Pxdc1
Ndufc2,-0.04876050060560613,Ndufc2
Arpc4,-0.048756205111236066,Arpc4
Grb7,-0.04872131180831667,Grb7
Snrnp70,-0.04866575900605407,Snrnp70
Fis1,-0.048599520081672176,Fis1
Hgfac,-0.04859734589878347,Hgfac
Mcee,-0.04858146983590846,Mcee
Acaa1a,-0.04857431618020795,Acaa1a
Tcea3,-0.048423126452542195,Tcea3
Tmie,-0.04839581163153828,Tmie
Ndufa2,-0.04833361635313087,Ndufa2
Aox1,0.04833041174465704,Aox1
Jak2,0.04830969604580517,Jak2
Ube2l6,-0.04829638901105282,Ube2l6
Ambp,-0.04818126181626091,Ambp
Norad,0.04801115506529943,Norad
Fmo3,-0.04787166102631433,Fmo3
Gys2,-0.04782483689221774,Gys2
H2.D1,-0.04778398630786675,H2.D1
Epg5,0.047764385844322646,Epg5
Rpl34,-0.04775753770422234,Rpl34
Garem1,0.04772975751618007,Garem1
Mrps21,-0.04772104197835,Mrps21
Nbeal1,0.0476240887796188,Nbeal1
Rbm3,-0.04748950559479855,Rbm3
Srsf2,-0.0474739665267681,Srsf2
Gramd1c,-0.047450121767017926,Gramd1c
Sptbn1,0.04744453256856894,Sptbn1
Heg1,0.04725135912742304,Heg1
Usf3,0.04718759477817499,Usf3
Cyp2c37,-0.04701714990168655,Cyp2c37
Gbp10,0.04700805996878392,Gbp10
Rps3a1,-0.04700567581001724,Rps3a1
Chmp2a,-0.04697937093464901,Chmp2a
Cpt2,-0.046933459997614745,Cpt2
Specc1l,0.04683292419347724,Specc1l
Rps7,0.04683091351300137,Rps7
Glo1,0.046813442016333716,Glo1
Kng2,-0.046803462864004476,Kng2
Adtrp,-0.04667104957473951,Adtrp
Cyp2c70,0.04666424526983668,Cyp2c70
Fndc3b,0.046620482627866285,Fndc3b
Csnk1g2,-0.04658639070647751,Csnk1g2
Ascc3,0.04649430987013101,Ascc3
Mib1,0.04648035709797069,Mib1
Ggnbp2,-0.04645049669014281,Ggnbp2
Dcaf7,0.046428788878067916,Dcaf7
Psmb5,-0.046396119969403224,Psmb5
Dnajc13,0.04639596897203272,Dnajc13
Sod1,-0.046357071230699834,Sod1
Bnip3,-0.04631089496618519,Bnip3
Ndufb4c,-0.0462765934075277,Ndufb4c
Tnrc6a,-0.046258007762759276,Tnrc6a
Col4a1,0.046239434784008646,Col4a1
Etfdh,0.0462315885890034,Etfdh
Hamp2,-0.04620503674195544,Hamp2
Cyp2c23,-0.04618695374616779,Cyp2c23
Ces3a,-0.046185514830179346,Ces3a
Cox6a1,-0.04616303001766032,Cox6a1
Gchfr,-0.04616042743859859,Gchfr
Rbp4,-0.04608901677041278,Rbp4
Rpl10a,-0.04607504806002658,Rpl10a
Il11ra1,-0.04606527791117413,Il11ra1
Thrb,0.04600489139654753,Thrb
Acacb,0.045996102295496645,Acacb
Mettl7b,-0.04598865910147772,Mettl7b
Syngr2,-0.045916156545875435,Syngr2
Atp5h,-0.04585086284594822,Atp5h
Lss,0.045840962837032394,Lss
Creb3l3,-0.04583860233949887,Creb3l3
Slc22a5,-0.045818198684253596,Slc22a5
Adcy6,-0.04578150714883581,Adcy6
Gdi1,-0.045778074988696564,Gdi1
Vcp,0.045769783846240704,Vcp
Rnaset2b,-0.04576049399944519,Rnaset2b
Chd1,0.04574202562089114,Chd1
Sf1,-0.04573868270960334,Sf1
Slc17a2,-0.04573445445424448,Slc17a2
Prdm2,-0.04572982997153662,Prdm2
Ugcg,-0.04564810820824025,Ugcg
Ddx39b,-0.04561275387952471,Ddx39b
Vtn,-0.04559830948561674,Vtn
Leng8,-0.045564325082867896,Leng8
Cd5l,-0.045532779188707524,Cd5l
Psmd14,0.04551762126821599,Psmd14
Acad10,0.04549500125299505,Acad10
Top2b,0.0454914482258777,Top2b
Tmem150a,-0.045461685270669044,Tmem150a
Btf3,-0.04543505815485881,Btf3
Hsp90ab1,-0.045416402750734684,Hsp90ab1
Ube2r2,-0.04539178087751762,Ube2r2
Msmo1,-0.04538363650278224,Msmo1
Isoc2a,-0.04537196656052249,Isoc2a
Acat2,0.04536555416514204,Acat2
Sptbn2,0.04534588704758523,Sptbn2
Stat2,-0.04532775598235984,Stat2
Itpr1,0.04529325622134045,Itpr1
Fdps,0.045282526225529515,Fdps
Slc22a18,-0.04526145674135213,Slc22a18
Tex261,-0.04519639775863309,Tex261
Txn2,-0.04514437686974445,Txn2
Eif5b,-0.045135865481753475,Eif5b
Acot1,-0.0450641266475121,Acot1
Jpt2,0.0450156691927962,Jpt2
Aqr,0.04498691992296885,Aqr
U2af2,-0.04494051824944243,U2af2
Ngef,-0.044835687499694576,Ngef
Fitm2,-0.04480773233464481,Fitm2
Crot,0.04473770721346841,Crot
Reps2,0.044713138098710026,Reps2
Tmem86b,-0.04469912443324495,Tmem86b
C9,-0.04456476531540576,C9
Sgms2,0.04449460125798512,Sgms2
Serbp1,-0.04443708317976671,Serbp1
Serpina6,-0.04440607816548125,Serpina6
Zfand6,-0.044404744874501356,Zfand6
Serpina1a,-0.04439951250833233,Serpina1a
Pcx,0.04437748145277102,Pcx
Hspe1,-0.04437281989996952,Hspe1
Proc,-0.044371079177209394,Proc
Ifnar2,-0.044313711992196025,Ifnar2
Zfp276,-0.04430836966504944,Zfp276
Ip6k2,-0.04426719557432086,Ip6k2
Gsto1,-0.0441722701087733,Gsto1
Fahd1,-0.0440509232177106,Fahd1
Stub1,-0.0440259389204738,Stub1
Dek,-0.04393235629269931,Dek
Magi3,0.043825741072173165,Magi3
Cldn2,0.043803869498843684,Cldn2
Arhgef12,0.04374022754729889,Arhgef12
Clock,0.0437056120904563,Clock
Als2cl,-0.043688702903767716,Als2cl
Mocos,0.04365416397131702,Mocos
Gbp3,-0.04364135290617823,Gbp3
Coro1b,-0.04362639615423796,Coro1b
Ube2b,-0.043594066834251086,Ube2b
Acot13,-0.0435930189056401,Acot13
Fnip2,0.0435409067480561,Fnip2
Slc27a2,-0.043485873805443595,Slc27a2
Dlat,0.04348358766541503,Dlat
Sec62,-0.04347592788216274,Sec62
Tef,-0.043435189685136634,Tef
Lima1,0.04340643978809372,Lima1
Selenok,-0.04339205190767121,Selenok
Mob1a,0.04337189649696108,Mob1a
Slc29a1,-0.04335865104516542,Slc29a1
Rnf128,-0.043337917456746304,Rnf128
Pfn1,-0.04332840009597526,Pfn1
Emc6,-0.04332540778681293,Emc6
Krt8,0.04332157913800987,Krt8
Cyp2d22,-0.043293914837518405,Cyp2d22
Lnpep,0.04324581901397214,Lnpep
Safb,-0.043231566869119185,Safb
Gale,0.043230326314329194,Gale
Tubb2a,0.04321097791787395,Tubb2a
Psen2,-0.043183193011166555,Psen2
Acmsd,-0.043174224073928104,Acmsd
Setx,0.043168894707520784,Setx
Tsc22d1,0.0431250963550241,Tsc22d1
Ehd3,0.04311850223341927,Ehd3
Sfxn2,-0.04309002808864839,Sfxn2
Lrp6,0.04308253421628654,Lrp6
Lpin2,-0.04307682196956779,Lpin2
Mlxipl,-0.04306644390489162,Mlxipl
Slc16a1,0.04286038454836969,Slc16a1
Washc2,0.042846624102498225,Washc2
Ube3c,0.04284159626681001,Ube3c
Zkscan1,0.042762685157110875,Zkscan1
Atf6,0.04268207562247044,Atf6
Rps15a,-0.04264961424001287,Rps15a
Coq8a,0.042547901325996985,Coq8a
Gsta2,-0.0425421001930146,Gsta2
Nr1d1,-0.04247947816450775,Nr1d1
Arfgef2,0.04245602841013144,Arfgef2
Ptpn11,0.04243860906102706,Ptpn11
Tecr,-0.04242698024566117,Tecr
Agt,-0.0424211644467643,Agt
Glmp,-0.04239260691808758,Glmp
Ash1l,0.04235971172663568,Ash1l
Etfb,-0.04231758179400495,Etfb
Usp24,0.0422413393345261,Usp24
Hacl1,0.04221937829270848,Hacl1
Ppl,0.04220107469308492,Ppl
Slc25a42,-0.04218321594211338,Slc25a42
Ppp3ca,-0.042117300551862163,Ppp3ca
Ndufa4,-0.04209601648876829,Ndufa4
Mrpl24,-0.042093934753616814,Mrpl24
Slc25a51,-0.04207890168112243,Slc25a51
Itga9,0.04206663197716765,Itga9
Sp3,0.04202772692602971,Sp3
Rpl41,-0.04201365593336367,Rpl41
Adi1,-0.04199056236808011,Adi1
Abca3,0.041977999845709726,Abca3
Araf,-0.04197113737094457,Araf
Nup98,0.04196051446653629,Nup98
Nnt.1,0.04194490451433065,Nnt.1
Ctnnd1,0.041944072720053474,Ctnnd1
Abcb11,0.041858160500284916,Abcb11
Dennd5a,0.04184788564335973,Dennd5a
Vps13b,0.041839102357038235,Vps13b
Ubxn7,0.041797516397763745,Ubxn7
Slc37a4,-0.041781858404922635,Slc37a4
Spred1,0.04176202128392684,Spred1
Hint1,-0.04167513638954489,Hint1
Epn1,-0.041667374791720745,Epn1
Pdk2,-0.04165025790526887,Pdk2
Anpep,-0.04160871614390223,Anpep
Cd81,-0.0416014822091437,Cd81
Fat1,0.04155951471854155,Fat1
Arrb1,0.0415446849494343,Arrb1
Prkca,0.041492104699809684,Prkca
Ap2b1,0.04148244362822063,Ap2b1
Gm4952,-0.041460263127789894,Gm4952
Rmdn2,0.04144556426584573,Rmdn2
Bsg,-0.041416887903480096,Bsg
Atp5j,-0.041401340872618805,Atp5j
Phb2,-0.041340429847830734,Phb2
Fam210a,0.04133498151659228,Fam210a
Asgr1,-0.041327768372606384,Asgr1
Nisch,-0.04127371194447785,Nisch
Kng1,-0.04126680605139643,Kng1
Ei24,-0.04126617710337034,Ei24
Rnf141,0.041266072443854815,Rnf141
Slk,0.0412493203838792,Slk
Preb,-0.04120472655646183,Preb
Hbp1,0.04117400598515544,Hbp1
Rps29,-0.041077071188416345,Rps29
Smarca2,-0.04107567664739164,Smarca2
Tma7,-0.04106884704695745,Tma7
Irf6,0.04098132978307687,Irf6
C1s1,-0.04097219975764358,C1s1
Tenm3,0.040937087071999376,Tenm3
Jmjd1c,0.04091623960136986,Jmjd1c
Lifr,-0.040909282774818215,Lifr
Vnn3,-0.04088761662234756,Vnn3
Jmy,0.040868972071743455,Jmy
Lrat,0.04084796008175622,Lrat
Kank1,0.04081619688009013,Kank1
Gnai2,-0.04079159772868869,Gnai2
Tars,0.04078214078743965,Tars
Hsbp1,-0.0407675133376946,Hsbp1
Npc2,-0.04073807637631834,Npc2
Rps8,-0.04073157581676109,Rps8
Hnrnpc,-0.04069937787610219,Hnrnpc
Erbin,0.040692641794614834,Erbin
Rps13,-0.04068353477085125,Rps13
Psd3,0.040679625429686034,Psd3
Smdt1,-0.040667368298576104,Smdt1
Atp6v0c,-0.04056852514292295,Atp6v0c
Ndrg2,-0.0405528469976296,Ndrg2
C8b,-0.04054929401394579,C8b
Atp5k,-0.04052459712219389,Atp5k
Rora,0.04046964563239926,Rora
