target_id,shape,measure,leakage_family,pre_col,post_col,n_paired,group_pct_of_means,effect_size,abs_effect_size,pct_safe,recommended_scale,family_size,notes
s2_pulmonic_valve_ejection_time,2,Pulmonic Valve Ejection Time,BRSMCF_CFT70_2D_Echo_All,Pulmonic Valve Ejection Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Pulmonic Valve Ejection Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,36,-10.92,-1.055,1.055,True,percent,5,
s2_completion_time_sec,2,Completion_Time_sec,BEDREST_FTT_CFT70_PegboardTime_obsv,Completion_Time_sec::BEDREST_FTT_CFT70_PegboardTime_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Completion_Time_sec::BEDREST_FTT_CFT70_PegboardTime_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,35,-13.67,-1.03,1.03,True,percent,7,
s2_total_score,2,Total Score,NNX10AP86G_CFT70_MFSI-SF_Total_Scale,Total Score::NNX10AP86G_CFT70_MFSI-SF_Total_Scale::Test_Phase=PRE-TEST|BR_Day=1,Total Score::NNX10AP86G_CFT70_MFSI-SF_Total_Scale::Test_Phase=POST_TEST|BR_Day=0,23,-105.5,1.021,1.021,False,absolute,17,
s2_work_joules,2,Work_Joules,BEDREST_FTT_CFT70_TorqGenWork_obsv,Work_Joules::BEDREST_FTT_CFT70_TorqGenWork_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Work_Joules::BEDREST_FTT_CFT70_TorqGenWork_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,35,22.32,1.004,1.004,True,percent,7,
s2_tdi_right_heart_rate,2,TDI Right Heart Rate,BRSMCF_CFT70_2D_Echo_All,TDI Right Heart Rate::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,TDI Right Heart Rate::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,36,23.06,0.973,0.973,True,percent,5,
s2_mean_sway_speed_mm_sec,2,Mean_Sway_Speed_mm_sec,BEDREST_FTT_CFT70_StandTest_MSS_2D_obsv,Mean_Sway_Speed_mm_sec::BEDREST_FTT_CFT70_StandTest_MSS_2D_obsv::Test_Phase=PRE_TEST|BR_Day=7|Session=B,Mean_Sway_Speed_mm_sec::BEDREST_FTT_CFT70_StandTest_MSS_2D_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,19.92,0.962,0.962,True,percent,7,
s2_physical_scale,2,Physical Scale,NNX10AP86G_CFT70_MFSI-SF_Physical_Scale,Physical Scale::NNX10AP86G_CFT70_MFSI-SF_Physical_Scale::Test_Phase=PRE-TEST|BR_Day=1,Physical Scale::NNX10AP86G_CFT70_MFSI-SF_Physical_Scale::Test_Phase=POST_TEST|BR_Day=0,23,445.45,0.94,0.94,False,absolute,17,
s2_central_activation_ratio,2,Central_Activation_Ratio,BEDREST_FTT_CFT70_InterpTwitch_CntrActvRatio_obsv,Central_Activation_Ratio::BEDREST_FTT_CFT70_InterpTwitch_CntrActvRatio_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Central_Activation_Ratio::BEDREST_FTT_CFT70_InterpTwitch_CntrActvRatio_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,28,-4.79,-0.925,0.925,True,percent,7,
s2_general_scale,2,General Scale,NNX10AP86G_CFT70_MFSI-SF_General_Scale,General Scale::NNX10AP86G_CFT70_MFSI-SF_General_Scale::Test_Phase=PRE-TEST|BR_Day=1,General Scale::NNX10AP86G_CFT70_MFSI-SF_General_Scale::Test_Phase=POST_TEST|BR_Day=0,23,629.17,0.914,0.914,False,absolute,17,
s2_tissue,2,Tissue,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv,Tissue::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv::Test=Pre,Tissue::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv::Test=Post,38,4.86,0.91,0.91,True,percent,6,
s2_fat,2,Fat,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv,Fat::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv::Test=Pre,Fat::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv::Test=Post,38,10.54,0.907,0.907,True,percent,6,
s2_total,2,Total,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv,Total::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv::Test=Pre,Total::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv::Test=Post,38,4.73,0.906,0.906,True,percent,6,
s2_maxpower_wkg,2,MaxPower_Wkg,BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL,MaxPower_Wkg::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=PRE2,MaxPower_Wkg::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=POST1,36,-7.77,-0.871,0.871,True,percent,4,
s2_lateral_gastrocnemius,2,Lateral Gastrocnemius,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Lateral_Gastrocnemius,Lateral Gastrocnemius::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Lateral_Gastrocnemius::Test_Phase=PRE_TEST|BR_Day=6,Lateral Gastrocnemius::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Lateral_Gastrocnemius::Test_Phase=POST_TEST|BR_Day=6,26,-9.73,-0.854,0.854,True,percent,13,
s2_tdi_tricuspid_e_wave,2,TDI Tricuspid E Wave,BRSMCF_CFT70_2D_Echo_All,TDI Tricuspid E Wave::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,TDI Tricuspid E Wave::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,35,-19.74,-0.834,0.834,True,percent,5,
s2_diastolic_bp_mm_hg,2,Diastolic_BP_mm_Hg,BEDREST_FTT_CFT70_DBP_FallRecoveryPr_obsv,Diastolic_BP_mm_Hg::BEDREST_FTT_CFT70_DBP_FallRecoveryPr_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Diastolic_BP_mm_Hg::BEDREST_FTT_CFT70_DBP_FallRecoveryPr_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,34,-7.82,-0.832,0.832,True,percent,7,
s2_force_control_cv,2,Force_Control_CV,BEDREST_FTT_CFT70_UpperBodyForceControl_Visual_obsv,Force_Control_CV::BEDREST_FTT_CFT70_UpperBodyForceControl_Visual_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Force_Control_CV::BEDREST_FTT_CFT70_UpperBodyForceControl_Visual_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,32,-26.91,-0.824,0.824,True,percent,7,
s2_tdi_mitral_annular_e,2,TDI Mitral Annular E,BRSMCF_CFT70_2D_Echo_All,TDI Mitral Annular E::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,TDI Mitral Annular E::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,-16.95,-0.819,0.819,True,percent,5,
s2_percent_correct_steps,2,Percent_Correct_Steps,BEDREST_FTT_CFT70_LineTest_PctCorrectSteps_obsv,Percent_Correct_Steps::BEDREST_FTT_CFT70_LineTest_PctCorrectSteps_obsv::Test_Phase=PRE_TEST|BR_Day=3|Session=C,Percent_Correct_Steps::BEDREST_FTT_CFT70_LineTest_PctCorrectSteps_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,-15.14,-0.817,0.817,True,percent,7,
s2_total_mood_disturbance_tmd,2,Total Mood Disturbance (TMD),NNX10AP86G_CFT70_POMS_TMD,Total Mood Disturbance (TMD)::NNX10AP86G_CFT70_POMS_TMD::Test_Phase=PRE-TEST|BR_Day=1,Total Mood Disturbance (TMD)::NNX10AP86G_CFT70_POMS_TMD::Test_Phase=POST_TEST|BR_Day=0,24,-74.58,0.781,0.781,False,absolute,17,
s2_aortic_valve_close_open,2,Aortic Valve Close Open,BRSMCF_CFT70_2D_Echo_All,Aortic Valve Close Open::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Aortic Valve Close Open::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,-5.8,-0.776,0.776,True,percent,5,
s2_maxpower_w,2,MaxPower_W,BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL,MaxPower_W::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=PRE2,MaxPower_W::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=POST1,36,-7.89,-0.768,0.768,True,percent,4,
s2_medial_gastrocnemius,2,Medial Gastrocnemius,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Medial_Gastrocnemius,Medial Gastrocnemius::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Medial_Gastrocnemius::Test_Phase=PRE_TEST|BR_Day=6,Medial Gastrocnemius::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Medial_Gastrocnemius::Test_Phase=POST_TEST|BR_Day=6,26,-7.83,-0.766,0.766,True,percent,13,
s2_force_n,2,Force_N,BEDREST_FTT_CFT70_KneeExt_MaxIsometricForce_obsv,Force_N::BEDREST_FTT_CFT70_KneeExt_MaxIsometricForce_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Force_N::BEDREST_FTT_CFT70_KneeExt_MaxIsometricForce_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,31,-15.01,-0.746,0.746,True,percent,7,
s2_central_activation_capacity,2,Central_Activation_Capacity,BEDREST_FTT_CFT70_InterpTwitch_CntrActvCapacity_obsv,Central_Activation_Capacity::BEDREST_FTT_CFT70_InterpTwitch_CntrActvCapacity_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Central_Activation_Capacity::BEDREST_FTT_CFT70_InterpTwitch_CntrActvCapacity_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,28,-6.3,-0.746,0.746,True,percent,7,
s2_fatigue,2,Fatigue,NNX10AP86G_CFT70_POMS_Fatigue,Fatigue::NNX10AP86G_CFT70_POMS_Fatigue::Test_Phase=PRE-TEST|BR_Day=1,Fatigue::NNX10AP86G_CFT70_POMS_Fatigue::Test_Phase=POST_TEST|BR_Day=0,24,403.33,0.735,0.735,False,absolute,17,
s2_turns,2,Turns,BEDREST_FTT_CFT70_TorqGenNmbrTurns_obsv,Turns::BEDREST_FTT_CFT70_TorqGenNmbrTurns_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Turns::BEDREST_FTT_CFT70_TorqGenNmbrTurns_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,35,22.15,0.713,0.713,True,percent,7,
s2_vigor_scale,2,Vigor Scale,NNX10AP86G_CFT70_MFSI-SF_Vigor_Scale,Vigor Scale::NNX10AP86G_CFT70_MFSI-SF_Vigor_Scale::Test_Phase=PRE-TEST|BR_Day=1,Vigor Scale::NNX10AP86G_CFT70_MFSI-SF_Vigor_Scale::Test_Phase=POST_TEST|BR_Day=0,23,-21.93,-0.708,0.708,False,absolute,17,
s2_pulmonic_valve_acceleration_time,2,Pulmonic Valve Acceleration Time,BRSMCF_CFT70_2D_Echo_All,Pulmonic Valve Acceleration Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Pulmonic Valve Acceleration Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,36,-12.58,-0.687,0.687,True,percent,5,
s2_r_r_interval_msec_2,2,R_R_Interval_msec_2,BEDREST_FTT_CFT70_RR_Intv_HighFreq_FallRecSt_obsv,R_R_Interval_msec_2::BEDREST_FTT_CFT70_RR_Intv_HighFreq_FallRecSt_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,R_R_Interval_msec_2::BEDREST_FTT_CFT70_RR_Intv_HighFreq_FallRecSt_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,-62.25,-0.678,0.678,True,percent,7,
s2_total_frequency_power,2,Total_Frequency_Power,BEDREST_FTT_CFT70_DVA_Tpitch_FrqAnPsum_obsv,Total_Frequency_Power::BEDREST_FTT_CFT70_DVA_Tpitch_FrqAnPsum_obsv::Test_Phase=PRE_TEST|BR_Day=7|Session=B,Total_Frequency_Power::BEDREST_FTT_CFT70_DVA_Tpitch_FrqAnPsum_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,20.04,0.651,0.651,True,percent,7,
s2_tricuspid_a_velocity,2,Tricuspid A Velocity,BRSMCF_CFT70_2D_Echo_All,Tricuspid A Velocity::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Tricuspid A Velocity::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,35,33.55,0.641,0.641,True,percent,5,
s2_twp,2,TWP,BEDREST_FTT_CFT70_LineTest_TWP_obsv,TWP::BEDREST_FTT_CFT70_LineTest_TWP_obsv::Test_Phase=PRE_TEST|BR_Day=7|Session=B,TWP::BEDREST_FTT_CFT70_LineTest_TWP_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,-17.14,-0.621,0.621,False,absolute,7,
s2_tdi_basal_septal_a,2,TDI Basal Septal A,BRSMCF_CFT70_2D_Echo_All,TDI Basal Septal A::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,TDI Basal Septal A::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,13.31,0.614,0.614,True,percent,5,
s2_rectus_femoris,2,Rectus Femoris,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Rectus_Femoris,Rectus Femoris::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Rectus_Femoris::Test_Phase=PRE_TEST|BR_Day=6,Rectus Femoris::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Rectus_Femoris::Test_Phase=POST_TEST|BR_Day=10,25,5.47,0.61,0.61,True,percent,13,
s2_tdi_mitral_annular_a,2,TDI Mitral Annular A,BRSMCF_CFT70_2D_Echo_All,TDI Mitral Annular A::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,TDI Mitral Annular A::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,14.12,0.607,0.607,True,percent,5,
s2_rate_n_sec,2,Rate_N_sec,BEDREST_FTT_CFT70_LegPress_RateForceDev_obsv,Rate_N_sec::BEDREST_FTT_CFT70_LegPress_RateForceDev_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Rate_N_sec::BEDREST_FTT_CFT70_LegPress_RateForceDev_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,31,-12.36,-0.584,0.584,True,percent,7,
s2_mean_arterial_pressure_mm_hg,2,Mean_Arterial_Pressure_mm_Hg,BEDREST_FTT_CFT70_MAP_FallRecoverySt_obsv,Mean_Arterial_Pressure_mm_Hg::BEDREST_FTT_CFT70_MAP_FallRecoverySt_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Mean_Arterial_Pressure_mm_Hg::BEDREST_FTT_CFT70_MAP_FallRecoverySt_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,35,-6.37,-0.574,0.574,True,percent,7,
s2_mitral_a_wave_velocity,2,Mitral A Wave Velocity,BRSMCF_CFT70_2D_Echo_All,Mitral A Wave Velocity::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Mitral A Wave Velocity::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,20.65,0.549,0.549,True,percent,5,
s2_latency_msec,2,Latency_msec,BEDREST_FTT_CFT70_LC_StLatency_obsv,Latency_msec::BEDREST_FTT_CFT70_LC_StLatency_obsv::Test_Phase=PRE_TEST|BR_Day=10|Session=P,Latency_msec::BEDREST_FTT_CFT70_LC_StLatency_obsv::Test_Phase=POST_TEST|BR_Day=3|Session=W,33,-1.83,-0.548,0.548,True,percent,9,
s2_maxaccel_g,2,MaxAccel_g,BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL,MaxAccel_g::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=PRE2,MaxAccel_g::BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL::Visit=POST1,36,-5.82,-0.545,0.545,True,percent,4,
s2_cross_correlation,2,Cross_correlation,BEDREST_FTT_CFT70_DVA_HpitchTz_XcorrMxVal_obsv,Cross_correlation::BEDREST_FTT_CFT70_DVA_HpitchTz_XcorrMxVal_obsv::Test_Phase=PRE_TEST|BR_Day=3|Session=C,Cross_correlation::BEDREST_FTT_CFT70_DVA_HpitchTz_XcorrMxVal_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,32,-15.23,-0.538,0.538,True,percent,7,
s2_adductors,2,Adductors,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Adductors,Adductors::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Adductors::Test_Phase=PRE_TEST|BR_Day=6,Adductors::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Adductors::Test_Phase=POST_TEST|BR_Day=6,26,4.41,0.537,0.537,False,absolute,13,
s2_rms,2,RMS,BEDREST_FTT_CFT70_Data_LineTest_TorsoAccRRMS_trial_obsv,RMS::BEDREST_FTT_CFT70_Data_LineTest_TorsoAccRRMS_trial_obsv::Trial=1|Test_Phase=PRE_TEST|BR_Day=11,RMS::BEDREST_FTT_CFT70_Data_LineTest_TorsoAccRRMS_trial_obsv::Trial=2|Test_Phase=POST_TEST|BR_Day=11,35,-18.31,-0.53,0.53,True,percent,21,
s2_total_work_j,2,Total_Work_J,BEDREST_FTT_CFT70_LegPress_TotalWork_obsv,Total_Work_J::BEDREST_FTT_CFT70_LegPress_TotalWork_obsv::Test_Phase=PRE_TEST|BR_Day=7|Session=B,Total_Work_J::BEDREST_FTT_CFT70_LegPress_TotalWork_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,32,-7.37,-0.525,0.525,True,percent,7,
s2_conduction_velocity_m_sec,2,Conduction_Velocity_m_sec,BEDREST_FTT_CFT70_MSR_StCondVel_obsv,Conduction_Velocity_m_sec::BEDREST_FTT_CFT70_MSR_StCondVel_obsv::Test_Phase=PRE_TEST|BR_Day=10|Session=P,Conduction_Velocity_m_sec::BEDREST_FTT_CFT70_MSR_StCondVel_obsv::Test_Phase=POST_TEST|BR_Day=3|Session=W,33,1.77,0.524,0.524,True,percent,9,
s2_fatigue_index,2,Fatigue_Index,BEDREST_FTT_CFT70_LegPress_FatigueIndex_obsv,Fatigue_Index::BEDREST_FTT_CFT70_LegPress_FatigueIndex_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Fatigue_Index::BEDREST_FTT_CFT70_LegPress_FatigueIndex_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,33,-17.65,-0.5,0.5,True,percent,7,
s2_maximum_power_w,2,Maximum_Power_W,BEDREST_FTT_CFT70_LegPress_MaxPower_endurance_obsv,Maximum_Power_W::BEDREST_FTT_CFT70_LegPress_MaxPower_endurance_obsv::Test_Phase=PRE_TEST|BR_Day=7|Session=B,Maximum_Power_W::BEDREST_FTT_CFT70_LegPress_MaxPower_endurance_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,32,-6.23,-0.499,0.499,True,percent,7,
s2_isovolumic_relaxation_time,2,Isovolumic Relaxation Time,BRSMCF_CFT70_2D_Echo_All,Isovolumic Relaxation Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Isovolumic Relaxation Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,6.83,0.478,0.478,True,percent,5,
s2_systolic_bp_mm_hg,2,Systolic_BP_mm_Hg,BEDREST_FTT_CFT70_SBP_FallRecoverySt_obsv,Systolic_BP_mm_Hg::BEDREST_FTT_CFT70_SBP_FallRecoverySt_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Systolic_BP_mm_Hg::BEDREST_FTT_CFT70_SBP_FallRecoverySt_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,35,-4.91,-0.477,0.477,True,percent,7,
s2_vigor,2,Vigor,NNX10AP86G_CFT70_POMS_Vigor,Vigor::NNX10AP86G_CFT70_POMS_Vigor::Test_Phase=PRE-TEST|BR_Day=1,Vigor::NNX10AP86G_CFT70_POMS_Vigor::Test_Phase=POST_TEST|BR_Day=0,24,-19.91,-0.477,0.477,False,absolute,17,
s2_ratio_n_kg,2,Ratio_N_kg,BEDREST_FTT_CFT70_LegPress_MaxIsoForceToBW_Ratio_obsv,Ratio_N_kg::BEDREST_FTT_CFT70_LegPress_MaxIsoForceToBW_Ratio_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Ratio_N_kg::BEDREST_FTT_CFT70_LegPress_MaxIsoForceToBW_Ratio_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,31,-6.08,-0.473,0.473,True,percent,7,
s2_tdi_mitral_annular_systole,2,TDI Mitral Annular Systole,BRSMCF_CFT70_2D_Echo_All,TDI Mitral Annular Systole::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,TDI Mitral Annular Systole::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,11.76,0.47,0.47,True,percent,5,
s2_lean,2,Lean,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Android_obsv,Lean::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Android_obsv::Test=Pre,Lean::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Android_obsv::Test=Post,38,-3.15,-0.466,0.466,True,percent,6,
s2_red_cell_volume_l,2,Red_Cell_Volume_L,BEDREST_FTT_CFT70_RedCellVolume_obsv,Red_Cell_Volume_L::BEDREST_FTT_CFT70_RedCellVolume_obsv::Test_Phase=PRE_TEST|BR_Day=7|Session=B,Red_Cell_Volume_L::BEDREST_FTT_CFT70_RedCellVolume_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,33,-6.65,-0.455,0.455,True,percent,6,
s2_bmc,2,BMC,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Trunk_obsv,BMC::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Trunk_obsv::Test=Pre,BMC::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Trunk_obsv::Test=Post,37,1.28,0.453,0.453,True,percent,7,
s2_total_fat,2,Total Fat,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Total_obsv,Total Fat::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Total_obsv::Test=Pre,Total Fat::BEDREST_IRATS_iDXA_CFT70_Body_Composition_Total_obsv::Test=Post,38,3.95,0.439,0.439,True,percent,6,
s2_left_ventricular_diameter_diastole,2,Left Ventricular Diameter Diastole,BRSMCF_CFT70_2D_Echo_All,Left Ventricular Diameter Diastole::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Left Ventricular Diameter Diastole::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,-2.68,-0.43,0.43,True,percent,5,
s2_vastus_lateralis,2,Vastus Lateralis,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Vastus_Lateralis,Vastus Lateralis::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Vastus_Lateralis::Test_Phase=PRE_TEST|BR_Day=6,Vastus Lateralis::BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Vastus_Lateralis::Test_Phase=POST_TEST|BR_Day=10,25,3.54,0.423,0.423,True,percent,13,
s2_low_high_frequency_ratio,2,Low_High_Frequency_Ratio,BEDREST_FTT_CFT70_RR_Intv_LowHighRatio_FallRecSt_obsv,Low_High_Frequency_Ratio::BEDREST_FTT_CFT70_RR_Intv_LowHighRatio_FallRecSt_obsv::Test_Phase=PRE_TEST|BR_Day=3|Session=C,Low_High_Frequency_Ratio::BEDREST_FTT_CFT70_RR_Intv_LowHighRatio_FallRecSt_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,49.7,0.412,0.412,True,percent,7,
s2_color_m_mode_velocity_propagation_,2,Color M-Mode Velocity Propagation Time,BRSMCF_CFT70_2D_Echo_All,Color M-Mode Velocity Propagation Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=PRE_TEST|Day=2,Color M-Mode Velocity Propagation Time::BRSMCF_CFT70_2D_Echo_All::Test_Phase=POST_TEST|Day=0 +4 hr,37,-7.96,-0.379,0.379,True,percent,5,
s2_lag_sec,2,Lag_sec,BEDREST_FTT_CFT70_sEgressHdTrYawLag_obsv,Lag_sec::BEDREST_FTT_CFT70_sEgressHdTrYawLag_obsv::Test_Phase=PRE_TEST|BR_Day=7|Session=B,Lag_sec::BEDREST_FTT_CFT70_sEgressHdTrYawLag_obsv::Test_Phase=POST_TEST|BR_Day=11|Session=G,29,-9.11,0.378,0.378,False,absolute,7,
s2_step_time_std_dev_sec,2,Step_Time_Std_Dev_sec,BEDREST_FTT_CFT70_DVA_StepTime_stdev_obsv,Step_Time_Std_Dev_sec::BEDREST_FTT_CFT70_DVA_StepTime_stdev_obsv::Test_Phase=PRE_TEST|BR_Day=7|Session=B,Step_Time_Std_Dev_sec::BEDREST_FTT_CFT70_DVA_StepTime_stdev_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,10.76,0.373,0.373,True,percent,7,
s2_time_msec,2,Time (msec),BEDREST_FTT_CFT70_Data_Jump_TakeOffLatency_obsv,Time (msec)::BEDREST_FTT_CFT70_Data_Jump_TakeOffLatency_obsv::Trial=1|Test_Phase=PRE_TEST|BR_Day=7,Time (msec)::BEDREST_FTT_CFT70_Data_Jump_TakeOffLatency_obsv::Trial=1|Test_Phase=POST_TEST|BR_Day=11,33,-31.56,-0.37,0.37,True,percent,21,
s2_settling_time_sec,2,Settling Time (sec),BEDREST_FTT_CFT70_Data_Jump_SettlingTime_obsv,Settling Time (sec)::BEDREST_FTT_CFT70_Data_Jump_SettlingTime_obsv::Trial=1|Test_Phase=PRE_TEST|BR_Day=7,Settling Time (sec)::BEDREST_FTT_CFT70_Data_Jump_SettlingTime_obsv::Trial=1|Test_Phase=POST_TEST|BR_Day=11,33,-11.76,-0.36,0.36,True,percent,21,
s2_force_lbs,2,Force_lbs,BEDREST_FTT_CFT70_TorqGenMaxForce_obsv,Force_lbs::BEDREST_FTT_CFT70_TorqGenMaxForce_obsv::Test_Phase=PRE_TEST|BR_Day=11|Session=A,Force_lbs::BEDREST_FTT_CFT70_TorqGenMaxForce_obsv::Test_Phase=POST_TEST|BR_Day=6|Session=F,33,6.3,0.352,0.352,True,percent,7,
s2_cd3_cd8,2,CD3+/CD8+ (%),BRSMIMMUNE_CFT70_obsv_All,CD3+/CD8+ (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=PRE_TEST|BR_Day=10,CD3+/CD8+ (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=POST_TEST|BR_Day=5,29,2.04,0.345,0.345,True,percent,4,
