target_id,shape,measure,leakage_family,pre_col,post_col,n_paired,group_pct_of_means,effect_size,abs_effect_size,pct_safe,recommended_scale,family_size,notes
s1_sbpseated,1,SBPseated,MR080G_CFT70_POST1_ALL,,SBPseated::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_sbpsupine,1,SBPsupine,MR080G_CFT70_POST1_ALL,,SBPsupine::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_timetot,1,TIMETOT,MR080G_CFT70_POST1_ALL,,TIMETOT::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_feo2pk,1,FEO2PK,MR080G_CFT70_POST1_ALL,,FEO2PK::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_max_wkld,1,MAX WKLD,MR080G_CFT70_POST1_ALL,,MAX WKLD::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_vo2pk,1,VO2PK,MR080G_CFT70_POST1_ALL,,VO2PK::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_rel_vo2pk,1,REL VO2PK,MR080G_CFT70_POST1_ALL,,REL VO2PK::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_dbpsupine,1,DBPsupine,MR080G_CFT70_POST1_ALL,,DBPsupine::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_hrpk,1,HRPK,MR080G_CFT70_POST1_ALL,,HRPK::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_dbpseated,1,DBPseated,MR080G_CFT70_POST1_ALL,,DBPseated::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_sbppk,1,SBPPK,MR080G_CFT70_POST1_ALL,,SBPPK::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_pbar_mmhg,1,pBAR (mmHG),MR080G_CFT70_POST1_ALL,,pBAR (mmHG)::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_hrseated,1,HRseated,MR080G_CFT70_POST1_ALL,,HRseated::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_weight,1,WEIGHT,MR080G_CFT70_POST1_ALL,,WEIGHT::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_vtpk,1,VTPK,MR080G_CFT70_POST1_ALL,,VTPK::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_vco2pk,1,VCO2PK,MR080G_CFT70_POST1_ALL,,VCO2PK::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,36,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_tricuspid_regurgitation,1,Tricuspid Regurgitation,BRSMCF_CFT70_2D_Echo_All,,Tricuspid Regurgitation::BRSMCF_CFT70_2D_Echo_All::Test_Phase=IN_TEST|Day=7,36,,,,True,absolute,27,same-timepoint; 26 co-measured in this file at Test_Phase=IN_TEST|Day=7
s1_kneeextension_forcecontrol,1,KneeExtension_ForceControl,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,,KneeExtension_ForceControl::BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv::Test_Phase=POST_TEST|BR_Day=1,35,,,,True,absolute,24,same-timepoint; 23 co-measured in this file at Test_Phase=POST_TEST|BR_Day=1
s1_visualacuity_dynamic,1,VisualAcuity_Dynamic,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,,VisualAcuity_Dynamic::BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv::Test_Phase=POST_TEST|BR_Day=1,35,,,,True,absolute,24,same-timepoint; 23 co-measured in this file at Test_Phase=POST_TEST|BR_Day=1
s1_legpress_powerendurance,1,LegPress_PowerEndurance,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,,LegPress_PowerEndurance::BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv::Test_Phase=POST_TEST|BR_Day=1,35,,,,True,absolute,24,same-timepoint; 23 co-measured in this file at Test_Phase=POST_TEST|BR_Day=1
s1_rpepk,1,RPEPK,MR080G_CFT70_POST1_ALL,,RPEPK::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,35,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_max_ht_in,1,Max Ht (in),BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL,,Max Ht (in)::BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL::Test_Phase=POST_TEST|BR Day=0.0|Trial=1,34,,,,True,absolute,13,same-timepoint; 12 co-measured in this file at Test_Phase=POST_TEST|BR Day=0.0|Trial=1
s1_max_acceleration_g,1,Max Acceleration (g),BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL,,Max Acceleration (g)::BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL::Test_Phase=POST_TEST|BR Day=0.0|Trial=1,34,,,,True,absolute,13,same-timepoint; 12 co-measured in this file at Test_Phase=POST_TEST|BR Day=0.0|Trial=1
s1_max_power_w,1,Max Power (W),BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL,,Max Power (W)::BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL::Test_Phase=POST_TEST|BR Day=0.0|Trial=1,34,,,,True,absolute,13,same-timepoint; 12 co-measured in this file at Test_Phase=POST_TEST|BR Day=0.0|Trial=1
s1_max_velocity_m_s,1,Max Velocity (m/s),BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL,,Max Velocity (m/s)::BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL::Test_Phase=POST_TEST|BR Day=0.0|Trial=1,34,,,,True,absolute,13,same-timepoint; 12 co-measured in this file at Test_Phase=POST_TEST|BR Day=0.0|Trial=1
s1_max_ht_cm,1,Max Ht (cm),BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL,,Max Ht (cm)::BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL::Test_Phase=POST_TEST|BR Day=0.0|Trial=1,34,,,,True,absolute,13,same-timepoint; 12 co-measured in this file at Test_Phase=POST_TEST|BR Day=0.0|Trial=1
s1_max_power_w_kg,1,Max Power (W/kg),BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL,,Max Power (W/kg)::BRSMVJ_CFT70_Vertical_Jump_Post1_jumps_obsv_ALL::Test_Phase=POST_TEST|BR Day=0.0|Trial=1,34,,,,True,absolute,13,same-timepoint; 12 co-measured in this file at Test_Phase=POST_TEST|BR Day=0.0|Trial=1
s1_kneeextension_twitch,1,KneeExtension_Twitch,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,,KneeExtension_Twitch::BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv::Test_Phase=POST_TEST|BR_Day=1,34,,,,True,absolute,24,same-timepoint; 23 co-measured in this file at Test_Phase=POST_TEST|BR_Day=1
s1_vt3,1,VT3,MR080G_CFT70_POST1_ALL,,VT3::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,33,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_hr_vt,1,HR @ VT,MR080G_CFT70_POST1_ALL,,HR @ VT::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,33,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_vt_final,1,VT FINAL,MR080G_CFT70_POST1_ALL,,VT FINAL::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,32,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_vo2max_vt,1,%VO2MAX @ VT,MR080G_CFT70_POST1_ALL,,%VO2MAX @ VT::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,32,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_vt1,1,VT1,MR080G_CFT70_POST1_ALL,,VT1::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,32,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_vt2,1,VT2,MR080G_CFT70_POST1_ALL,,VT2::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,32,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_mhr_vt,1,%MHR @ VT,MR080G_CFT70_POST1_ALL,,%MHR @ VT::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,30,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_wt_kg,1,WT (kg),BEDREST_IRATS_iDXA_CFT70_Demographics_obsv,,WT (kg)::BEDREST_IRATS_iDXA_CFT70_Demographics_obsv::Test=POST|Test_Phase=IN_TEST|BR_Day=70,29,,,,True,absolute,2,same-timepoint; 1 co-measured in this file at Test=POST|Test_Phase=IN_TEST|BR_Day=70
s1_ht_cm,1,HT (cm),BEDREST_IRATS_iDXA_CFT70_Demographics_obsv,,HT (cm)::BEDREST_IRATS_iDXA_CFT70_Demographics_obsv::Test=POST|Test_Phase=IN_TEST|BR_Day=70,29,,,,True,absolute,2,same-timepoint; 1 co-measured in this file at Test=POST|Test_Phase=IN_TEST|BR_Day=70
s1_cd4_cd45ro,1,CD4+/CD45RO+ (%),BRSMIMMUNE_CFT70_obsv_All,,CD4+/CD45RO+ (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=IN_TEST|BR_Day=28,29,,,,True,absolute,37,same-timepoint; 36 co-measured in this file at Test_Phase=IN_TEST|BR_Day=28
s1_cd19,1,CD19+ (%),BRSMIMMUNE_CFT70_obsv_All,,CD19+ (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=IN_TEST|BR_Day=28,29,,,,True,absolute,37,same-timepoint; 36 co-measured in this file at Test_Phase=IN_TEST|BR_Day=28
s1_cd3_cd8,1,CD3+/CD8+ (%),BRSMIMMUNE_CFT70_obsv_All,,CD3+/CD8+ (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=IN_TEST|BR_Day=28,29,,,,True,absolute,37,same-timepoint; 36 co-measured in this file at Test_Phase=IN_TEST|BR_Day=28
s1_cd3,1,CD3+ (%),BRSMIMMUNE_CFT70_obsv_All,,CD3+ (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=IN_TEST|BR_Day=28,29,,,,True,absolute,37,same-timepoint; 36 co-measured in this file at Test_Phase=IN_TEST|BR_Day=28
s1_monocytes,1,MONOCYTES (%),BRSMIMMUNE_CFT70_obsv_All,,MONOCYTES (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=IN_TEST|BR_Day=28,29,,,,True,absolute,37,same-timepoint; 36 co-measured in this file at Test_Phase=IN_TEST|BR_Day=28
s1_granulocytes,1,GRANULOCYTES (%),BRSMIMMUNE_CFT70_obsv_All,,GRANULOCYTES (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=IN_TEST|BR_Day=28,29,,,,True,absolute,37,same-timepoint; 36 co-measured in this file at Test_Phase=IN_TEST|BR_Day=28
s1_lymphocytes,1,LYMPHOCYTES (%),BRSMIMMUNE_CFT70_obsv_All,,LYMPHOCYTES (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=IN_TEST|BR_Day=28,29,,,,True,absolute,37,same-timepoint; 36 co-measured in this file at Test_Phase=IN_TEST|BR_Day=28
s1_cd3_cd4,1,CD3+/CD4+ (%),BRSMIMMUNE_CFT70_obsv_All,,CD3+/CD4+ (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=IN_TEST|BR_Day=28,29,,,,True,absolute,37,same-timepoint; 36 co-measured in this file at Test_Phase=IN_TEST|BR_Day=28
s1_cd16_56,1,CD16/56+ (%),BRSMIMMUNE_CFT70_obsv_All,,CD16/56+ (%)::BRSMIMMUNE_CFT70_obsv_All::Test_Phase=IN_TEST|BR_Day=28,29,,,,True,absolute,37,same-timepoint; 36 co-measured in this file at Test_Phase=IN_TEST|BR_Day=28
s1_comments,1,COMMENTS,MR080G_CFT70_POST1_ALL,,COMMENTS::MR080G_CFT70_POST1_ALL::TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0,28,,,,True,absolute,35,same-timepoint; 34 co-measured in this file at TEST=POST1|TEST_PHASE=POST_TEST|BR DAY=0
s1_iteration,1,Iteration,MR079G_CFT70_Demographics_ALL,,Iteration::MR079G_CFT70_Demographics_ALL::Test=POST_TEST|BR_Day=2,27,,,,True,absolute,2,same-timepoint; 1 co-measured in this file at Test=POST_TEST|BR_Day=2
s1_lbm_trunk,1,LBM_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmd_head,1,BMD_Head,NNX10AP86G_CFT70_iDXA_avgs,,BMD_Head::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_arms,1,TM_Arms,NNX10AP86G_CFT70_iDXA_avgs,,TM_Arms::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_right_leg,1,T%Fat_Right_Leg,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Right_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_right_leg,1,TM_Right Leg,NNX10AP86G_CFT70_iDXA_avgs,,TM_Right Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_legs,1,BMC_Legs,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Legs::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_right_trunk,1,T%Fat_Right_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Right_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_legs,1,TM_Legs,NNX10AP86G_CFT70_iDXA_avgs,,TM_Legs::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_right_total,1,LBM_Right_Total,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Right_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_left_arm,1,Fat_Left_Arm,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Left_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_right_arm,1,T%Fat_Right_Arm,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Right_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_right_leg,1,R%Fat_Right_Leg,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Right_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_right_arm,1,Fat_Right_Arm,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Right_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_left_total,1,T%Fat_Left_Total,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Left_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_left_trunk,1,T%Fat_Left_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Left_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_left_total,1,R%Fat_Left_Total,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Left_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_android,1,Tissue_Android,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Android::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_gynoid,1,LBM_Gynoid,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Gynoid::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_left_leg,1,R%Fat_Left_Leg,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Left_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_lbm_left_arm,1,LBM_Left_Arm,NNX10AP86G_CFT70_iDXA_avgs,,LBM_Left_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_legs,1,R%Fat_Legs,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Legs::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fatmass_trunk_total,1,FatMass_Trunk/Total,NNX10AP86G_CFT70_iDXA_avgs,,FatMass_Trunk/Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_left_arm,1,R%Fat_Left_Arm,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Left_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmd_total,1,BMD_Total,NNX10AP86G_CFT70_iDXA_avgs,,BMD_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmd_pelvis,1,BMD_Pelvis,NNX10AP86G_CFT70_iDXA_avgs,,BMD_Pelvis::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tm_right_total,1,TM_Right_Total,NNX10AP86G_CFT70_iDXA_avgs,,TM_Right_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_right_leg,1,Tissue_Right_Leg,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Right_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_right_total,1,BMC_Right_Total,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Right_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_left_leg,1,BMC_Left_Leg,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Left_Leg::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_tissue_left_total,1,Tissue_Left_Total,NNX10AP86G_CFT70_iDXA_avgs,,Tissue_Left_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_android,1,Fat_Android,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Android::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_total,1,R%Fat_Total,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_left_trunk,1,BMC_Left_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Left_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_bmc_android,1,BMC_Android,NNX10AP86G_CFT70_iDXA_avgs,,BMC_Android::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_t_fat_left_arm,1,T%Fat_Left_Arm,NNX10AP86G_CFT70_iDXA_avgs,,T%Fat_Left_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_r_fat_right_arm,1,R%Fat_Right_Arm,NNX10AP86G_CFT70_iDXA_avgs,,R%Fat_Right_Arm::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_trunk,1,Fat_Trunk,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Trunk::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
s1_fat_total,1,Fat_Total,NNX10AP86G_CFT70_iDXA_avgs,,Fat_Total::NNX10AP86G_CFT70_iDXA_avgs::Test_Phase=IN_TEST|BR_Day=70,24,,,,True,absolute,109,same-timepoint; 108 co-measured in this file at Test_Phase=IN_TEST|BR_Day=70
