slug,measure_label,unit,source_file,n_subjects_with_value,n_subjects_multitrial,max_trials_in_cell,is_dxa,dxa_zero_to_nan,n_missing,n_present
time_sec____bedrest_ftt_cft70_suegruprampsplittime,Time_sec,,BEDREST_FTT_CFT70_SuEgrUpRampSplitTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_suegrupramptime,Time_sec,,BEDREST_FTT_CFT70_SuEgrUpRampTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegrcoursesplittime,Time_sec,,BEDREST_FTT_CFT70_ UpEgrCourseSplitTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegrcoursetime,Time_sec,,BEDREST_FTT_CFT70_UpEgrCourseTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegrdownramptime,Time_sec,,BEDREST_FTT_CFT70_UpEgrDownRampTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegregresstime,Time_sec,,BEDREST_FTT_CFT70_UpEgrEgressTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegrfinishtime,Time_sec,,BEDREST_FTT_CFT70_UpEgrFinishTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegrfullramptime,Time_sec,,BEDREST_FTT_CFT70_UpEgrFullRampTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegrportalsplittime,Time_sec,,BEDREST_FTT_CFT70_UpEgrPortalSplitTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegrportaltime,Time_sec,,BEDREST_FTT_CFT70_UpEgrPortalTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegrslalomtime,Time_sec,,BEDREST_FTT_CFT70_UpEgrSlalomTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegruprampsplittime,Time_sec,,BEDREST_FTT_CFT70_UpEgrUpRampSplitTime_obsv,35,35,3,False,0,3,35
time_sec____bedrest_ftt_cft70_upegrupramptime,Time_sec,,BEDREST_FTT_CFT70_UpEgrUpRampTime_obsv,35,35,3,False,0,3,35
timetot____mr080g_cft70_pre_all,TIMETOT,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
timetot____mr080g_cft70_screen_all,TIMETOT,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
tissue____idxa_cft70_body_composition_legs,Tissue,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Legs_obsv,38,0,1,True,0,0,38
tissue_android____nnx10ap86g_cft70_idxa,Tissue_Android,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_arms____nnx10ap86g_cft70_idxa,Tissue_Arms,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_gynoid____nnx10ap86g_cft70_idxa,Tissue_Gynoid,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_left_arm____nnx10ap86g_cft70_idxa,Tissue_Left_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_left_leg____nnx10ap86g_cft70_idxa,Tissue_Left_Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_left_total____nnx10ap86g_cft70_idxa,Tissue_Left_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_left_trunk____nnx10ap86g_cft70_idxa,Tissue_Left_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_legs____nnx10ap86g_cft70_idxa,Tissue_Legs,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_right_arm____nnx10ap86g_cft70_idxa,Tissue_Right_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_right_leg____nnx10ap86g_cft70_idxa,Tissue_Right_Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_right_total____nnx10ap86g_cft70_idxa,Tissue_Right_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_right_trunk____nnx10ap86g_cft70_idxa,Tissue_Right_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_total____nnx10ap86g_cft70_idxa,Tissue_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tissue_trunk____nnx10ap86g_cft70_idxa,Tissue_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_android____nnx10ap86g_cft70_idxa,TM_Android,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_arms____nnx10ap86g_cft70_idxa,TM_Arms,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_gynoid____nnx10ap86g_cft70_idxa,TM_Gynoid,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_left_arm____nnx10ap86g_cft70_idxa,TM_Left_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_left_leg____nnx10ap86g_cft70_idxa,TM_Left_Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_left_total____nnx10ap86g_cft70_idxa,TM_Left_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_left_trunk____nnx10ap86g_cft70_idxa,TM_Left_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_legs____nnx10ap86g_cft70_idxa,TM_Legs,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_right_arm____nnx10ap86g_cft70_idxa,TM_Right_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_right_leg____nnx10ap86g_cft70_idxa,TM_Right Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_right_total____nnx10ap86g_cft70_idxa,TM_Right_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_right_trunk____nnx10ap86g_cft70_idxa,TM_Right_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_total____nnx10ap86g_cft70_idxa,TM_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
tm_trunk____nnx10ap86g_cft70_idxa,TM_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
torquegeneration_isometric____bedrest_ftt_cft70_hr_acrosstests_datatab,TorqueGeneration_Isometric,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
torquegeneration_isotonic____bedrest_ftt_cft70_hr_acrosstests_datatab,TorqueGeneration_Isotonic,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
total____idxa_cft70_body_composition_android,Total,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Android_obsv,38,0,1,True,0,0,38
total____idxa_cft70_body_composition_arms,Total,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Arms_obsv,38,0,1,True,0,0,38
total____idxa_cft70_body_composition_gynoid,Total,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv,38,0,1,True,0,0,38
total____idxa_cft70_body_composition_legs,Total,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Legs_obsv,38,0,1,True,0,0,38
total____idxa_cft70_body_composition_trunk,Total,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Trunk_obsv,38,0,1,True,0,0,38
total_bmc____idxa_cft70_body_composition_total,Total BMC,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Total_obsv,38,0,1,True,0,0,38
total_fat____idxa_cft70_body_composition_total,Total Fat,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Total_obsv,38,0,1,True,0,0,38
total_fat_free____idxa_cft70_body_composition_total,Total Fat Free,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Total_obsv,38,0,1,True,0,0,38
total_frequency_power____bedrest_ftt_cft70_dva_hpitch_frqanpsum,Total_Frequency_Power,,BEDREST_FTT_CFT70_DVA_Hpitch_FrqAnPsum_obsv,35,35,3,False,0,3,35
total_frequency_power____bedrest_ftt_cft70_dva_tpitch_frqanpsum,Total_Frequency_Power,,BEDREST_FTT_CFT70_DVA_Tpitch_FrqAnPsum_obsv,35,35,3,False,0,3,35
total_frequency_power____bedrest_ftt_cft70_dva_tposz_frqanpsum,Total_Frequency_Power,,BEDREST_FTT_CFT70_DVA_TposZ_FrqAnPsum_obsv,35,35,3,False,0,3,35
total_lean____idxa_cft70_body_composition_total,Total Lean,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Total_obsv,38,0,1,True,0,0,38
total_mood_disturbance__tmd__nnx10ap86g_cft70_poms_tmd,Total Mood Disturbance,TMD,NNX10AP86G_CFT70_POMS_TMD,24,24,4,False,0,14,24
total_score____nnx10ap86g_cft70_mfsi_sf_total_scale,Total Score,,NNX10AP86G_CFT70_MFSI-SF_Total_Scale,23,23,4,False,0,15,23
total_work_j____bedrest_ftt_cft70_legpress_totalwork,Total_Work_J,,BEDREST_FTT_CFT70_LegPress_TotalWork_obsv,35,35,3,False,0,3,35
total_work_j____bedrest_ftt_cft70_upperbody_totalwork,Total_Work_J,,BEDREST_FTT_CFT70_UpperBody_TotalWork_obsv,35,35,3,False,0,3,35
tricuspid_a_velocity____brsmcf_cft70_2d_echo_7_subjects,Tricuspid A Velocity,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tricuspid_a_velocity____brsmcf_cft70_2d_echo_all,Tricuspid A Velocity,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tricuspid_e_velocity____brsmcf_cft70_2d_echo_7_subjects,Tricuspid E Velocity,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tricuspid_e_velocity____brsmcf_cft70_2d_echo_all,Tricuspid E Velocity,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
tricuspid_regurgitation____brsmcf_cft70_2d_echo_7_subjects,Tricuspid Regurgitation,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
tricuspid_regurgitation____brsmcf_cft70_2d_echo_all,Tricuspid Regurgitation,,BRSMCF_CFT70_2D_Echo_All,36,0,1,False,0,2,36
turns____bedrest_ftt_cft70_torqgennmbrturns,Turns,,BEDREST_FTT_CFT70_TorqGenNmbrTurns_obsv,35,35,3,False,0,3,35
twp____bedrest_ftt_cft70_linetest_twp,TWP,,BEDREST_FTT_CFT70_LineTest_TWP_obsv,35,35,3,False,0,3,35
urea____nnx10ap86g_cft70_amino_acids,Urea,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
vastii_only____mri_ultrasound_cft70_mri_vastii_only,Vastii_Only,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Vastii_Only,26,0,1,False,0,12,26
vastus_lateralis____mri_ultrasound_cft70_mri_vastus_laterali,Vastus Lateralis,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Vastus_Lateralis,26,0,1,False,0,12,26
vca____brsmvsi_cft70_a_c_subjects,VCA,,BRSMVSI_CFT70_A_C_Subjects,6,0,1,False,0,32,6
vca____brsmvsi_cft70_all_subjects,VCA,,BRSMVSI_CFT70_All_Subjects,23,0,1,False,0,15,23
vco2pk____mr080g_cft70_pre_all,VCO2PK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
vco2pk____mr080g_cft70_screen_all,VCO2PK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
vepk____mr080g_cft70_pre_all,VEPK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
vepk____mr080g_cft70_screen_all,VEPK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
vigor____nnx10ap86g_cft70_poms_vigor,Vigor,,NNX10AP86G_CFT70_POMS_Vigor,24,24,4,False,0,14,24
vigor_scale____nnx10ap86g_cft70_mfsi_sf_vigor_scale,Vigor Scale,,NNX10AP86G_CFT70_MFSI-SF_Vigor_Scale,23,23,4,False,0,15,23
visualacuity_dynamic____bedrest_ftt_cft70_hr_acrosstests_datatab,VisualAcuity_Dynamic,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
visualacuity_static____bedrest_ftt_cft70_hr_acrosstests_datatab,VisualAcuity_Static,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
vo2max_vt____mr080g_cft70_pre_all,%VO2MAX @ VT,,MR080G_CFT70_PRE_ALL,35,0,1,False,0,3,35
vo2max_vt____mr080g_cft70_screen_all,%VO2MAX @ VT,,MR080G_CFT70_Screen_ALL,13,0,1,False,0,25,13
vo2pk____mr080g_cft70_pre_all,VO2PK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
vo2pk____mr080g_cft70_screen_all,VO2PK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
vt1____mr080g_cft70_pre_all,VT1,,MR080G_CFT70_PRE_ALL,35,0,1,False,0,3,35
vt1____mr080g_cft70_screen_all,VT1,,MR080G_CFT70_Screen_ALL,13,0,1,False,0,25,13
vt2____mr080g_cft70_pre_all,VT2,,MR080G_CFT70_PRE_ALL,35,0,1,False,0,3,35
vt2____mr080g_cft70_screen_all,VT2,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
vt3____mr080g_cft70_pre_all,VT3,,MR080G_CFT70_PRE_ALL,35,0,1,False,0,3,35
vt3____mr080g_cft70_screen_all,VT3,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
vt_final____mr080g_cft70_pre_all,VT FINAL,,MR080G_CFT70_PRE_ALL,35,0,1,False,0,3,35
vt_final____mr080g_cft70_screen_all,VT FINAL,,MR080G_CFT70_Screen_ALL,13,0,1,False,0,25,13
vtpk____mr080g_cft70_pre_all,VTPK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
vtpk____mr080g_cft70_screen_all,VTPK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
weight____brsmvj_cft70_vertical_jump_pre1_jumps_ob,Weight,,BRSMVJ_CFT70_Vertical_Jump_Pre1_jumps_obsv_ALL,37,37,3,False,0,1,37
weight____brsmvj_cft70_vertical_jump_pre2_jumps_ob,Weight,,BRSMVJ_CFT70_Vertical_Jump_Pre2_jumps_obsv_ALL,38,38,3,False,0,0,38
weight____mr080g_cft70_pre_all,WEIGHT,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
weight____mr080g_cft70_screen_all,WEIGHT,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
weight__kg__crf_cft70_vitals_5160,Weight,Kg,CRF_CFT70_VITALS_5160,1,1,21,False,0,37,1
weight__kg__crf_cft70_vitals_8072,Weight,Kg,CRF_CFT70_VITALS_8072,1,1,21,False,0,37,1
weight__kg__crf_cft70_vitals_8936,Weight,Kg,CRF_CFT70_VITALS_8936,1,1,13,False,0,37,1
wkld_vo2pk____mr080g_cft70_pre_all,WKLD @ VO2PK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
wkld_vo2pk____mr080g_cft70_screen_all,WKLD @ VO2PK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
work_joules____bedrest_ftt_cft70_torqgenwork,Work_Joules,,BEDREST_FTT_CFT70_TorqGenWork_obsv,35,35,3,False,0,3,35
