slug,measure_label,unit,source_file,n_subjects_with_value,n_subjects_multitrial,max_trials_in_cell,is_dxa,dxa_zero_to_nan,n_missing,n_present
fmt_1st_half_course_split_completion_time_sec____ncc958sa02802_cft70_fmt_total_completion,FMT_1st_half_Course_Split_Completion_Time_sec,,NCC958SA02802_CFT70_FMT_Total_Completion_Time_First_Half,18,18,20,False,0,20,18
fmt_2nd_half_course_split_completion_time_sec____ncc958sa02802_cft70_fmt_total_completion,FMT_2nd_half_Course_Split_Completion_Time_sec,,NCC958SA02802_CFT70_FMT_Total_Completion_Time_Second_Half,18,18,20,False,0,20,18
fmt_completion_time_sec____ncc958sa02802_cft70_fmt_total_completion,FMT_Completion_Time_sec,,NCC958SA02802_CFT70_FMT_Total_Completion_Time,18,18,20,False,0,20,18
force_control_cv____bedrest_ftt_cft70_kneeextforcecontrol_no,Force_Control_CV,,BEDREST_FTT_CFT70_KneeExtForceControl_NoVisual_obsv,35,35,3,False,0,3,35
force_control_cv____bedrest_ftt_cft70_kneeextforcecontrol_vi,Force_Control_CV,,BEDREST_FTT_CFT70_KneeExtForceControl_Visual_obsv,35,35,3,False,0,3,35
force_control_cv____bedrest_ftt_cft70_upperbodyforcecontrol_,Force_Control_CV,,BEDREST_FTT_CFT70_UpperBodyForceControl_NoVisual_obsv,35,35,3,False,0,3,35
force_control_cv____bedrest_ftt_cft70_upperbodyforcecontrol___2,Force_Control_CV,,BEDREST_FTT_CFT70_UpperBodyForceControl_Visual_obsv,35,35,3,False,0,3,35
force_lbs____bedrest_ftt_cft70_torqgenmaxforce,Force_lbs,,BEDREST_FTT_CFT70_TorqGenMaxForce_obsv,35,35,3,False,0,3,35
force_n____bedrest_ftt_cft70_kneeext_maxisometricfo,Force_N,,BEDREST_FTT_CFT70_KneeExt_MaxIsometricForce_obsv,35,35,3,False,0,3,35
force_n____bedrest_ftt_cft70_legpress_maxisometricf,Force_N,,BEDREST_FTT_CFT70_LegPress_MaxIsometricForce_obsv,35,35,3,False,0,3,35
force_n____bedrest_ftt_cft70_torqgenmaxforce_n,Force_N,,BEDREST_FTT_CFT70_TorqGenMaxForce_N_obsv,35,35,3,False,0,3,35
force_n____bedrest_ftt_cft70_upperbody_maxisometric,Force_N,,BEDREST_FTT_CFT70_UpperBody_MaxIsometricForce_obsv,35,35,3,False,0,3,35
fsh__miu_ml__nnx10ap86g_cft70_immulite,FSH,mIU/mL,NNX10AP86G_CFT70_IMMULITE,24,0,1,False,0,14,24
gama_amino_n_butyric_acid____nnx10ap86g_cft70_amino_acids,gama-Amino-n-butyric Acid,,NNX10AP86G_CFT70_Amino_Acids,18,5,2,False,0,20,18
general_scale____nnx10ap86g_cft70_mfsi_sf_general_scale,General Scale,,NNX10AP86G_CFT70_MFSI-SF_General_Scale,23,23,4,False,0,15,23
glycine____nnx10ap86g_cft70_amino_acids,Glycine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
granulocytes____brsmimmune_cft70_obsv_all,GRANULOCYTES,%,BRSMIMMUNE_CFT70_obsv_All,29,0,1,False,0,9,29
hamstrings____mri_ultrasound_cft70_mri_hamstrings,Hamstrings,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Hamstrings,26,0,1,False,0,12,26
heart_rate__bpm__bedrest_ftt_cft70_hr_fallrecovery_diff,Heart_Rate,bpm,BEDREST_FTT_CFT70_HR_FallRecovery_Diff_obsv,35,35,3,False,0,3,35
heart_rate__bpm__bedrest_ftt_cft70_hr_fallrecoverypr,Heart_Rate,bpm,BEDREST_FTT_CFT70_HR_FallRecoveryPr_obsv,35,35,3,False,0,3,35
heart_rate__bpm__bedrest_ftt_cft70_hr_fallrecoveryst,Heart_Rate,bpm,BEDREST_FTT_CFT70_HR_FallRecoverySt_obsv,35,35,3,False,0,3,35
height____brsmvj_cft70_vertical_jump_pre1_jumps_ob,Height,,BRSMVJ_CFT70_Vertical_Jump_Pre1_jumps_obsv_ALL,37,37,3,False,0,1,37
height____brsmvj_cft70_vertical_jump_pre2_jumps_ob,Height,,BRSMVJ_CFT70_Vertical_Jump_Pre2_jumps_obsv_ALL,37,37,3,False,0,1,37
height____mr080g_cft70_pre_all,HEIGHT,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
height____mr080g_cft70_screen_all,HEIGHT,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
height__cm__crf_cft70_vitals_5160,Height,cm,CRF_CFT70_VITALS_5160,1,0,1,False,0,37,1
height__cm__crf_cft70_vitals_8072,Height,cm,CRF_CFT70_VITALS_8072,1,0,1,False,0,37,1
height__cm__crf_cft70_vitals_8936,Height,cm,CRF_CFT70_VITALS_8936,1,0,1,False,0,37,1
hematocrit____bedrest_ftt_cft70_hematocrit,Hematocrit,,BEDREST_FTT_CFT70_Hematocrit_obsv,35,35,3,False,0,3,35
hemoglobin_g_dl____bedrest_ftt_cft70_hemoglobin,Hemoglobin_g_dl,,BEDREST_FTT_CFT70 _Hemoglobin_obsv,35,35,3,False,0,3,35
hr_vt____mr080g_cft70_pre_all,HR @ VT,,MR080G_CFT70_PRE_ALL,35,0,1,False,0,3,35
hr_vt____mr080g_cft70_screen_all,HR @ VT,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
hrpk____mr080g_cft70_pre_all,HRPK,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
hrpk____mr080g_cft70_screen_all,HRPK,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
hrseated____mr080g_cft70_pre_all,HRseated,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
hrseated____mr080g_cft70_screen_all,HRseated,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
hrsupine____mr080g_cft70_pre_all,HRsupine,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
hrsupine____mr080g_cft70_screen_all,HRsupine,,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
hscrp__mg_l__nnx10ap86g_cft70_immulite,hsCRP,mg/L,NNX10AP86G_CFT70_IMMULITE,18,0,1,False,0,20,18
humidity____crf_cft70_vitals_5160,Humidity,%,CRF_CFT70_VITALS_5160,1,1,21,False,0,37,1
humidity____crf_cft70_vitals_8072,Humidity,%,CRF_CFT70_VITALS_8072,1,1,21,False,0,37,1
humidity____crf_cft70_vitals_8936,Humidity,%,CRF_CFT70_VITALS_8936,1,1,13,False,0,37,1
hydroxy_l_proline____nnx10ap86g_cft70_amino_acids,Hydroxy-L-proline,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
ifn_g_cmv____brsmvsi_cft70_a_c_subjects,%IFN-g CMV,,BRSMVSI_CFT70_A_C_Subjects,2,0,1,False,0,36,2
ifn_g_cmv____brsmvsi_cft70_all_subjects,%IFN-g CMV,,BRSMVSI_CFT70_All_Subjects,12,0,1,False,0,26,12
ifn_g_ebv____brsmvsi_cft70_a_c_subjects,%IFN-g EBV,,BRSMVSI_CFT70_A_C_Subjects,2,0,1,False,0,36,2
ifn_g_ebv____brsmvsi_cft70_all_subjects,%IFN-g EBV,,BRSMVSI_CFT70_All_Subjects,12,0,1,False,0,26,12
ig1__ng_ml__nnx10ap86g_cft70_immulite,IG1,ng/mL,NNX10AP86G_CFT70_IMMULITE,24,24,2,False,0,14,24
ins__uiu_ml__nnx10ap86g_cft70_immulite,INS,uIU/mL,NNX10AP86G_CFT70_IMMULITE,21,17,2,False,0,17,21
isovolumic_contraction_time____brsmcf_cft70_2d_echo_7_subjects,Isovolumic Contraction Time,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
isovolumic_contraction_time____brsmcf_cft70_2d_echo_all,Isovolumic Contraction Time,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
isovolumic_relaxation_time____brsmcf_cft70_2d_echo_7_subjects,Isovolumic Relaxation Time,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
isovolumic_relaxation_time____brsmcf_cft70_2d_echo_all,Isovolumic Relaxation Time,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
jumptask_1____bedrest_ftt_cft70_hr_acrosstests_datatab,JumpTask_1,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
jumptask_2____bedrest_ftt_cft70_hr_acrosstests_datatab,JumpTask_2,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
jumptask_3____bedrest_ftt_cft70_hr_acrosstests_datatab,JumpTask_3,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
kneeextension_forcecontrol____bedrest_ftt_cft70_hr_acrosstests_datatab,KneeExtension_ForceControl,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,35,35,3,False,0,3,35
kneeextension_twitch____bedrest_ftt_cft70_hr_acrosstests_datatab,KneeExtension_Twitch,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,35,35,3,False,0,3,35
l_a_amino_n_butyric_acid____nnx10ap86g_cft70_amino_acids,L-a-Amino-n-butyric Acid,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_alanine____nnx10ap86g_cft70_amino_acids,L-Alanine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_alpha_aminoadipic_acid____nnx10ap86g_cft70_amino_acids,L-alpha-Aminoadipic Acid,,NNX10AP86G_CFT70_Amino_Acids,21,17,2,False,0,17,21
l_anserine____nnx10ap86g_cft70_amino_acids,L-Anserine,,NNX10AP86G_CFT70_Amino_Acids,6,0,1,False,0,32,6
l_arginine____nnx10ap86g_cft70_amino_acids,L-Arginine,,NNX10AP86G_CFT70_Amino_Acids,24,22,2,False,0,14,24
l_asparagine____nnx10ap86g_cft70_amino_acids,L-Asparagine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_aspartic_acid____nnx10ap86g_cft70_amino_acids,L-Aspartic Acid,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_citrulline____nnx10ap86g_cft70_amino_acids,L-Citrulline,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_cystine____nnx10ap86g_cft70_amino_acids,L-Cystine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_glutamic_acid____nnx10ap86g_cft70_amino_acids,L-Glutamic Acid,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_glutamine____nnx10ap86g_cft70_amino_acids,L-Glutamine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_histidine____nnx10ap86g_cft70_amino_acids,L-Histidine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_homocystine____nnx10ap86g_cft70_amino_acids,L-Homocystine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_isoleucine____nnx10ap86g_cft70_amino_acids,L-Isoleucine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_leucine____nnx10ap86g_cft70_amino_acids,L-Leucine,,NNX10AP86G_CFT70_Amino_Acids,24,23,2,False,0,14,24
l_lysine____nnx10ap86g_cft70_amino_acids,L-Lysine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_methionine____nnx10ap86g_cft70_amino_acids,L-Methionine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_ornithine____nnx10ap86g_cft70_amino_acids,L-Ornithine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_phenylalanine____nnx10ap86g_cft70_amino_acids,L-Phenylalanine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_proline____nnx10ap86g_cft70_amino_acids,L-Proline,,NNX10AP86G_CFT70_Amino_Acids,23,21,2,False,0,15,23
l_sarcosine____nnx10ap86g_cft70_amino_acids,L-Sarcosine,,NNX10AP86G_CFT70_Amino_Acids,23,18,2,False,0,15,23
l_serine____nnx10ap86g_cft70_amino_acids,L-Serine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_threonine____nnx10ap86g_cft70_amino_acids,L-Threonine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_tryptophan____nnx10ap86g_cft70_amino_acids,L-Tryptophan,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_tyrsine____nnx10ap86g_cft70_amino_acids,L-Tyrsine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
l_valine____nnx10ap86g_cft70_amino_acids,L-Valine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
ladderclimb____bedrest_ftt_cft70_hr_acrosstests_datatab,LadderClimb,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
lag_sec____bedrest_ftt_cft70_dva_hpitchtpitch_xcorr,Lag_sec,,BEDREST_FTT_CFT70_DVA_HpitchTpitch_XcorrMxLag_obsv,35,35,3,False,0,3,35
lag_sec____bedrest_ftt_cft70_dva_hpitchtz_xcorrmxla,Lag_sec,,BEDREST_FTT_CFT70_DVA_HpitchTz_XcorrMxLag_obsv,35,35,3,False,0,3,35
lag_sec____bedrest_ftt_cft70_segresshdtryawlag,Lag_sec,,BEDREST_FTT_CFT70_sEgressHdTrYawLag_obsv,35,31,3,False,0,3,35
lag_sec____bedrest_ftt_cft70_uegresshdtryawlag,Lag_sec,,BEDREST_FTT_CFT70_uEgressHdTrYawLag_obsv,35,35,3,False,0,3,35
latency_msec____bedrest_ftt_cft70_lc_medpklatency,Latency_msec,,BEDREST_FTT_CFT70_LC_MedPkLatency_obsv,34,34,3,False,0,4,34
latency_msec____bedrest_ftt_cft70_lc_stlatency,Latency_msec,,BEDREST_FTT_CFT70_LC_StLatency_obsv,34,34,3,False,0,4,34
lateral_gastrocnemius____mri_ultrasound_cft70_mri_lateral_gastroc,Lateral Gastrocnemius,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Lateral_Gastrocnemius,26,0,1,False,0,12,26
lateral_gastrocnemius____mri_ultrasound_cft70_ultrasound_lateral_,Lateral Gastrocnemius,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Lateral_Gastrocnemius,26,0,1,False,0,12,26
lbm_android____nnx10ap86g_cft70_idxa,LBM_Android,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_arms____nnx10ap86g_cft70_idxa,LBM_Arms,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_gynoid____nnx10ap86g_cft70_idxa,LBM_Gynoid,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_left_arm____nnx10ap86g_cft70_idxa,LBM_Left_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_left_leg____nnx10ap86g_cft70_idxa,LBM_Left_Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_left_total____nnx10ap86g_cft70_idxa,LBM_Left_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_left_trunk____nnx10ap86g_cft70_idxa,LBM_Left_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_legs____nnx10ap86g_cft70_idxa,LBM_Legs,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_right_arm____nnx10ap86g_cft70_idxa,LBM_Right_Arm,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_right_leg____nnx10ap86g_cft70_idxa,LBM_Right_Leg,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_right_total____nnx10ap86g_cft70_idxa,LBM_Right_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_right_trunk____nnx10ap86g_cft70_idxa,LBM_Right_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_total____nnx10ap86g_cft70_idxa,LBM_Total,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lbm_trunk____nnx10ap86g_cft70_idxa,LBM_Trunk,,NNX10AP86G_CFT70_iDXA_avgs,24,0,1,True,0,14,24
lean____idxa_cft70_body_composition_android,Lean,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Android_obsv,38,0,1,True,0,0,38
lean____idxa_cft70_body_composition_arms,Lean,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Arms_obsv,38,0,1,True,0,0,38
lean____idxa_cft70_body_composition_gynoid,Lean,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Gynoid_obsv,38,0,1,True,0,0,38
lean____idxa_cft70_body_composition_legs,Lean,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Legs_obsv,38,0,1,True,0,0,38
lean____idxa_cft70_body_composition_trunk,Lean,,BEDREST_IRATS_iDXA_CFT70_Body_Composition_Trunk_obsv,38,0,1,True,0,0,38
left_ventricular_diameter_diastole____brsmcf_cft70_2d_echo_7_subjects,Left Ventricular Diameter Diastole,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
left_ventricular_diameter_diastole____brsmcf_cft70_2d_echo_all,Left Ventricular Diameter Diastole,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
left_ventricular_diameter_systole____brsmcf_cft70_2d_echo_7_subjects,Left Ventricular Diameter Systole,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
left_ventricular_diameter_systole____brsmcf_cft70_2d_echo_all,Left Ventricular Diameter Systole,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
legpress_maxisoforce____bedrest_ftt_cft70_hr_acrosstests_datatab,LegPress_MaxIsoForce,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
legpress_powerendurance____bedrest_ftt_cft70_hr_acrosstests_datatab,LegPress_PowerEndurance,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
lh__miu_ml__nnx10ap86g_cft70_immulite,LH,mIU/mL,NNX10AP86G_CFT70_IMMULITE,24,0,1,False,0,14,24
linetest_1____bedrest_ftt_cft70_hr_acrosstests_datatab,LineTest_1,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
linetest_2____bedrest_ftt_cft70_hr_acrosstests_datatab,LineTest_2,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
linetest_3____bedrest_ftt_cft70_hr_acrosstests_datatab,LineTest_3,,BEDREST_FTT_CFT70_HR_AcrossTests_DataTable_obsv,36,36,3,False,0,2,36
low_high_frequency_ratio____bedrest_ftt_cft70_rr_intv_lowhighratio_f,Low_High_Frequency_Ratio,,BEDREST_FTT_CFT70_RR_Intv_LowHighRatio_FallRecPr_obsv,35,35,3,False,0,3,35
low_high_frequency_ratio____bedrest_ftt_cft70_rr_intv_lowhighratio_f__2,Low_High_Frequency_Ratio,,BEDREST_FTT_CFT70_RR_Intv_LowHighRatio_FallRecSt_obsv,35,35,3,False,0,3,35
lvot_velocity_time_integral____brsmcf_cft70_2d_echo_7_subjects,LVOT Velocity Time Integral,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
lvot_velocity_time_integral____brsmcf_cft70_2d_echo_all,LVOT Velocity Time Integral,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
lymphocytes____brsmimmune_cft70_obsv_all,LYMPHOCYTES,%,BRSMIMMUNE_CFT70_obsv_All,29,0,1,False,0,9,29
matlab_vt____mr080g_cft70_pre_all,MatLab VT,,MR080G_CFT70_PRE_ALL,8,0,1,False,0,30,8
matlab_vt____mr080g_cft70_screen_all,MatLab VT,,MR080G_CFT70_Screen_ALL,5,0,1,False,0,33,5
max_acceleration__g__brsmvj_cft70_vertical_jump_pre1_jumps_ob,Max Acceleration,g,BRSMVJ_CFT70_Vertical_Jump_Pre1_jumps_obsv_ALL,37,37,3,False,0,1,37
max_acceleration__g__brsmvj_cft70_vertical_jump_pre2_jumps_ob,Max Acceleration,g,BRSMVJ_CFT70_Vertical_Jump_Pre2_jumps_obsv_ALL,38,38,3,False,0,0,38
max_velocity__m_s__brsmvj_cft70_vertical_jump_pre1_jumps_ob,Max Velocity,m/s,BRSMVJ_CFT70_Vertical_Jump_Pre1_jumps_obsv_ALL,37,37,3,False,0,1,37
max_velocity__m_s__brsmvj_cft70_vertical_jump_pre2_jumps_ob,Max Velocity,m/s,BRSMVJ_CFT70_Vertical_Jump_Pre2_jumps_obsv_ALL,38,38,3,False,0,0,38
max_wkld____mr080g_cft70_pre_all,MAX WKLD,,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
max_wkld____mr080g_cft70_screen_all,MAX WKLD,,MR080G_CFT70_Screen_ALL,11,0,1,False,0,27,11
maxaccel__g__brsmvj_cft70_vertical_jump_pre1_jumps_ob,MaxAccel,g,BRSMVJ_CFT70_Vertical_Jump_Pre1_jumps_obsv_ALL,37,37,3,False,0,1,37
maxaccel__g__brsmvj_cft70_vertical_jump_pre2_jumps_ob,MaxAccel,g,BRSMVJ_CFT70_Vertical_Jump_Pre2_jumps_obsv_ALL,38,38,3,False,0,0,38
maxaccel__g__brsmvj_cft70_vertical_jump_summary_obsv_,MaxAccel,g,BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL,38,37,2,False,0,0,38
maximum_power__w__bedrest_ftt_cft70_legpress_maxpower_endu,Maximum_Power,W,BEDREST_FTT_CFT70_LegPress_MaxPower_endurance_obsv,35,35,3,False,0,3,35
maximum_power__w__bedrest_ftt_cft70_upperbody_maxpower_end,Maximum_Power,W,BEDREST_FTT_CFT70_UpperBody_MaxPower_endurance_obsv,35,35,3,False,0,3,35
maxvelocity__m_s__brsmvj_cft70_vertical_jump_pre1_jumps_ob,MaxVelocity,m/s,BRSMVJ_CFT70_Vertical_Jump_Pre1_jumps_obsv_ALL,37,37,3,False,0,1,37
maxvelocity__m_s__brsmvj_cft70_vertical_jump_pre2_jumps_ob,MaxVelocity,m/s,BRSMVJ_CFT70_Vertical_Jump_Pre2_jumps_obsv_ALL,38,38,3,False,0,0,38
maxvelocity__m_s__brsmvj_cft70_vertical_jump_summary_obsv_,MaxVelocity,m/s,BRSMVJ_CFT70_Vertical_Jump_Summary_obsv_ALL,38,37,2,False,0,0,38
mean_arterial_pressure_mm_hg____bedrest_ftt_cft70_map_fallrecoveryst,Mean_Arterial_Pressure_mm_Hg,,BEDREST_FTT_CFT70_MAP_FallRecoverySt_obsv,35,35,3,False,0,3,35
mean_sway_speed_mm_sec____bedrest_ftt_cft70_standtest_mss_2d,Mean_Sway_Speed_mm_sec,,BEDREST_FTT_CFT70_StandTest_MSS_2D_obsv,35,35,3,False,0,3,35
mean_sway_speed_mm_sec____bedrest_ftt_cft70_standtest_mss_ap,Mean_Sway_Speed_mm_sec,,BEDREST_FTT_CFT70_StandTest_MSS_AP_obsv,35,35,3,False,0,3,35
mean_sway_speed_mm_sec____bedrest_ftt_cft70_standtest_mss_ml,Mean_Sway_Speed_mm_sec,,BEDREST_FTT_CFT70_ StandTest_MSS_ML_obsv,35,35,3,False,0,3,35
medial_gastrocnemius____mri_ultrasound_cft70_mri_medial_gastrocn,Medial Gastrocnemius,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_MRI_Medial_Gastrocnemius,26,0,1,False,0,12,26
medial_gastrocnemius____mri_ultrasound_cft70_ultrasound_medial_g,Medial Gastrocnemius,,BEDREST_IRATS_MRI_ULTRASOUND_CFT70_Ultrasound_Medial_Gastrocnemius,26,0,1,False,0,12,26
mental_scale____nnx10ap86g_cft70_mfsi_sf_mental_scale,Mental Scale,,NNX10AP86G_CFT70_MFSI-SF_Mental_Scale,23,23,4,False,0,15,23
mhr_vt____mr080g_cft70_pre_all,%MHR @ VT,,MR080G_CFT70_PRE_ALL,31,0,1,False,0,7,31
mhr_vt____mr080g_cft70_screen_all,%MHR @ VT,,MR080G_CFT70_Screen_ALL,10,0,1,False,0,28,10
mitral_a_wave_velocity____brsmcf_cft70_2d_echo_7_subjects,Mitral A Wave Velocity,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
mitral_a_wave_velocity____brsmcf_cft70_2d_echo_all,Mitral A Wave Velocity,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
mitral_deceleration_time____brsmcf_cft70_2d_echo_7_subjects,Mitral Deceleration Time,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
mitral_deceleration_time____brsmcf_cft70_2d_echo_all,Mitral Deceleration Time,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
mitral_e_wave_velocity____brsmcf_cft70_2d_echo_7_subjects,Mitral E Wave Velocity,,BRSMCF_CFT70_2D_Echo_7_Subjects,7,0,1,False,0,31,7
mitral_e_wave_velocity____brsmcf_cft70_2d_echo_all,Mitral E Wave Velocity,,BRSMCF_CFT70_2D_Echo_All,37,0,1,False,0,1,37
monocytes____brsmimmune_cft70_obsv_all,MONOCYTES,%,BRSMIMMUNE_CFT70_obsv_All,29,0,1,False,0,9,29
nh3____nnx10ap86g_cft70_amino_acids,NH3,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
number_correct____ncc958sa02802_cft70_cardrotationitemscom,Number correct,,NCC958SA02802_CFT70_CardRotationItemsCompleted,18,18,2,False,0,20,18
number_correct____ncc958sa02802_cft70_cardrotationnumberco,Number correct,,NCC958SA02802_CFT70_CardRotationNumberCorrect,18,18,2,False,0,20,18
number_correct____ncc958sa02802_cft70_cuberotationnumberco,Number Correct,,NCC958SA02802_CFT70_CubeRotationNumberCorrect,18,18,2,False,0,20,18
o_phospho_l_serine____nnx10ap86g_cft70_amino_acids,O-Phospho-L-Serine,,NNX10AP86G_CFT70_Amino_Acids,24,24,2,False,0,14,24
overage_shortage__g__crf_cft70_waterintake_obsv_8936,Overage/Shortage,g,CRF_CFT70_WATERINTAKE_obsv_8936,1,1,12,False,0,37,1
overage_shortage__g__crf_cft70_waterintake_summary_5160,Overage/Shortage,g,CRF_CFT70_WATERINTAKE_summary_5160,1,1,20,False,0,37,1
overage_shortage__g__crf_cft70_waterintake_summary_8072,Overage/Shortage,g,CRF_CFT70_WATERINTAKE_summary_8072,1,1,20,False,0,37,1
pbar__mmhg__mr080g_cft70_pre_all,pBAR,mmHG,MR080G_CFT70_PRE_ALL,38,0,1,False,0,0,38
pbar__mmhg__mr080g_cft70_screen_all,pBAR,mmHG,MR080G_CFT70_Screen_ALL,14,0,1,False,0,24,14
peak_vertical_force__bw__bedrest_ftt_cft70_data_jump_peakvertical,Peak Vertical Force,BW,BEDREST_FTT_CFT70_Data_Jump_PeakVerticalForce_obsv,35,35,9,False,0,3,35
peg_board_completion_time__sec__ncc958sa02802_cft70_bimanualpegboardcomp,Peg Board  completion time,sec,NCC958SA02802_CFT70_BimanualPegboardCompletionTime,18,18,2,False,0,20,18
pep__ng_ml__nnx10ap86g_cft70_immulite,PEP,ng/mL,NNX10AP86G_CFT70_IMMULITE,24,24,2,False,0,14,24
percent_correct____ncc958sa02802_cft70_cuberotationpercentc,Percent Correct,,NCC958SA02802_CFT70_CubeRotationPercentCorrect,18,18,2,False,0,20,18
